Tue Jun 12 21:32:49 +0000 2018,$WMT Trade Setup For Experienced Investors Right Here...  https://t.co/MPZzd3ESWa
Tue Jun 12 05:00:06 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 05:00:02 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 04:06:26 +0000 2018,"$AMZN Amazon Expands Grocery Delivery from Whole Foods Market to Baltimore, Boston, Philadelphia and Richmond\\nFrom our Stock News Alerts App"
Tue Jun 12 04:03:03 +0000 2018,"$AMZN - Amazon Expands Grocery Delivery from Whole Foods Market to Baltimore, Boston, Philadelphia and Richmond https://t.co/aKSJkmeaTp"
Tue Jun 12 04:03:01 +0000 2018,"$AMZN - Amazon Expands Grocery Delivery from Whole Foods Market to Baltimore, Boston, Philadelphia and Richmond https://t.co/qN7KzY6Sx2"
Tue Jun 12 03:52:50 +0000 2018,RT @Ev_Investor: Psst: $AMZN has a $820 billion dollar market cap today and there was endless whining for years from skeptics and shorts th\\u2026
Tue Jun 12 03:44:20 +0000 2018,Investors Sell https://t.co/epOEpsxn8T $AMZN on Strength $AMZN https://t.co/edoFFYP6IE
Tue Jun 12 03:39:24 +0000 2018,Traders Sell https://t.co/JMVplIZUUg $AMZN on Strength $AMZN https://t.co/qmb5YjgeJB
Tue Jun 12 03:01:36 +0000 2018,RT @Ev_Investor: Psst: $AMZN has a $820 billion dollar market cap today and there was endless whining for years from skeptics and shorts th\\u2026
Tue Jun 12 02:49:46 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:49:44 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:49:41 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:49:38 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:49:35 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:49:25 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:49:04 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:35:21 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:35:13 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:35:09 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:35:06 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:35:03 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:34:49 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 02:34:44 +0000 2018,RT @Puration710: $USMJ and $PURA Announce Amazon of Cannabis Strategy That Includes 2 Spinoffs and 2 Dividend Distributions https://t.co/EI\\u2026
Tue Jun 12 01:49:40 +0000 2018,RT @HsiehKevin: Amazon impact: changing the game with Rebeca Bechily formerly of  @shireplc The future of healthcare is ever changing @Digi\\u2026
Tue Jun 12 01:37:33 +0000 2018,"RT @charliebilello: In the past 10 years, Amazon has had an average P/E ratio of 345 and its stock is up over 2,000%. $AMZN"
Tue Jun 12 01:22:59 +0000 2018,"RT @AlanTonelson: I keep looking for, and not finding, #WaPo coverage of harsh working conditions at the #China #factories used by #Amazon\\u2026"
Tue Jun 12 01:05:33 +0000 2018,RT @Ev_Investor: Psst: $AMZN has a $820 billion dollar market cap today and there was endless whining for years from skeptics and shorts th\\u2026
Tue Jun 12 01:00:51 +0000 2018,RT @Ev_Investor: Psst: $AMZN has a $820 billion dollar market cap today and there was endless whining for years from skeptics and shorts th\\u2026
Tue Jun 12 00:48:17 +0000 2018,@washingtonpost Buying puts on Amazon $AMZN \\ud83e\\udd23
Tue Jun 12 00:32:55 +0000 2018,"RT @AlanTonelson: I keep looking for, and not finding, #WaPo coverage of harsh working conditions at the #China #factories used by #Amazon\\u2026"
Tue Jun 12 00:00:35 +0000 2018,"RT @AlanTonelson: I keep looking for, and not finding, #WaPo coverage of harsh working conditions at the #China #factories used by #Amazon\\u2026"
Tue Jun 12 00:00:30 +0000 2018,"RT @AlanTonelson: I keep looking for, and not finding, #WaPo coverage of harsh working conditions at the #China #factories used by #Amazon\\u2026"
Tue Jun 12 20:26:28 +0000 2018,"QUALCOMM, Inc. $QCOM Receives Consensus Rating of \\u201cHold\\u201d from Analysts https://t.co/Y8TGLPzWwO"
Tue Jun 12 20:09:31 +0000 2018,"RT @GarySMorrow: QCOM settling in near key support after huge 6/7 breakout gap(ZTE), $60-$59 very solid, low risk buy zone, close below Jun\\u2026"
Tue Jun 12 19:02:05 +0000 2018,"RT @futurumxyz: ZTE isn\\u2019t quite back in the USA, yet, with potential impact on Google and Qualcomm &gt; Republican senators move to block the\\u2026"
Tue Jun 12 19:00:40 +0000 2018,"ZTE isn\\u2019t quite back in the USA, yet, with potential impact on Google and Qualcomm &gt; Republican senators move to block the administration\'s deal to revive ZTE https://t.co/E1kZ4m6l2t $GOOG $QCOM"
Tue Jun 12 17:41:52 +0000 2018,"QCOM settling in near key support after huge 6/7 breakout gap(ZTE), $60-$59 very solid, low risk buy zone, close below June lows($57.95)=clear warning sign, $qcom, #qcom, Qualcomm, $spx https://t.co/MK8NoGwpue"
Tue Jun 12 15:44:28 +0000 2018,"Violich Capital Management Upped Rio Tinto Plc $RIO Stake by $591,600; Qualcomm $QCOM Holder Horan Capital Advisors Trimmed Position by $876,590 as Stock Value Declined https://t.co/u47Ta6Ix9J"
Tue Jun 12 14:44:16 +0000 2018,"Jacobs &amp; Co Has Upped Qualcomm $QCOM Position; 13 Analysts Bullish L Brands, Inc. $LB https://t.co/GyU9TH1EZg"
Tue Jun 12 14:39:08 +0000 2018,"FIL Ltd Has $180.25 Million Stake in QUALCOMM, Inc. $QCOM https://t.co/S477d7R1yk"
Tue Jun 12 22:25:17 +0000 2018,The Empire Strikes Back: $INTC $AMD $NVDA\\n\\nRT\\n\\nIntel makes it a three-way race with AMD and Nvidia on graphics chips https://t.co/nlZOQaP0u6
Tue Jun 12 22:19:13 +0000 2018,"$INTC &gt; \\nIf Intel can deliver on its 2020 target for the first in a series of graphics releases, it might put pressure on those two existing graphics giants ( $AMD and  $NVDA ) sooner than most expected. https://t.co/CjvAfSqjZK"
Tue Jun 12 21:16:03 +0000 2018,"AI At The Edge: Nvidia\'s Robotics Opportunity...\\nhttps://t.co/9m9VGkv9jS $NVDA, $AAPL"
Tue Jun 12 20:20:01 +0000 2018,$NVDA CLOSES WITHIN PRIOR DAY\'S RANGE AFTER LACKLUSTER SESSION: https://t.co/WgLQx71us6\\nSentiment: Neutral #NVDA #NVIDIA
Tue Jun 12 20:08:00 +0000 2018,RT @OphirGottlieb: Intel makes it a three-way race with AMD and Nvidia on graphics chips https://t.co/iYZ0ZVjF9K\\n-\\n$NVDA $INTC $AMD
Tue Jun 12 20:02:22 +0000 2018,Intel makes it a three-way race with AMD and Nvidia on graphics chips https://t.co/iYZ0ZVjF9K\\n-\\n$NVDA $INTC $AMD
Tue Jun 12 19:10:06 +0000 2018,NVIDIA Crushes Its Forecast and Powers Past Expectations https://t.co/SMNiExoE23 $NVDA @nvidia https://t.co/uRX2TgHZD0
Tue Jun 12 18:20:37 +0000 2018,"13:42 ET Volume Leader #98 - NVDA 4,594,287 Nvidia Corp $NVDA 262.45 +1.83 +0.70% High today of 263.07 day low https://t.co/48O3HY4ClL"
Tue Jun 12 18:19:38 +0000 2018,@KatherineRooss  - Intel is not the old guard tech name you think it is \\ud83d\\udc47\\n\\n$INTC makes it a 3-way race w/ $AMD and $NVDA on graphics chips https://t.co/0925y0P6rl via @YahooFinance
Tue Jun 12 17:38:03 +0000 2018,"#NASDAQ | #Nvidia Corp, $NVDA , Scalped +$2,320 today with #daVinci, our 100% auto-ex, #algorithmic #daytrading system for all liquid traded markets...\\ud83c\\udfaf See- https://t.co/OrvAGqFvXK\\nUSE PROMO CODE #028, End User License - $1,495"
Tue Jun 12 17:20:20 +0000 2018,What Is a Virtual GPU? | NVIDIA Blog $NVDA https://t.co/WFuzBqMbgU
Tue Jun 12 16:57:21 +0000 2018,SHORT NVIDIA TO THE GROUND! $NVDA https://t.co/fQl2iEQGoe
Tue Jun 12 16:39:56 +0000 2018,"The most exciting name in the red-hot semiconductor space has been\\u00a0Nvidia $NVDA. Owing to its dominance in high-value, big-growth markets like data-centers, AI and automation, its growth rates have been sky-high for the past several quarters. \\n#stocks\\n#stockstowatch\\n#investing"
Tue Jun 12 16:38:56 +0000 2018,RT @cryptinsight: AI At The Edge: Nvidia\'s Robotics Opportunity #AI #ArtificialIntelligence #BlockChain #Intelligence #MachineLearning #Mac\\u2026
Tue Jun 12 16:38:46 +0000 2018,RT @ZacksResearch: Why Great Earnings Estimate Trends Make Nvidia (NVDA) a Strong Buy $NVDA https://t.co/itbPeuXkIA
Tue Jun 12 16:32:27 +0000 2018,There will be fun and games in your future\\n\\n#gaming #GamingNews\\n\\nBread &amp; Circuses\\n#stocks $SMH $SOXX $NVDA $INTC $QQQ $GOOG #NVIDIA #Google https://t.co/ggZbPtJnxv
Tue Jun 12 16:22:19 +0000 2018,AI At The Edge: Nvidia\'s Robotics Opportunity $AAPL $NVDA https://t.co/f3uUhUrzOE
Tue Jun 12 16:22:12 +0000 2018,Why Great Earnings Estimate Trends Make Nvidia (NVDA) a Strong Buy $NVDA https://t.co/itbPeuXkIA
Tue Jun 12 16:20:10 +0000 2018,AI At The Edge: Nvidia\'s Robotics Opportunity #AI #ArtificialIntelligence #BlockChain #Intelligence #MachineLearning #MachineIntelligence #AAPL #NVDA #MarkHibben #LongIdeas #UnitedStates #Semiconductor-Specialized #InvestingIdeas $AAPL $NVDA https://t.co/aHmn9U0c5S
Tue Jun 12 15:21:43 +0000 2018,@daesr1 Patience in $NVDA as people are still asking: what is cuda? chip company? gaming company? (Identity). Headlines on IBM creating world\\u2019s fastest supercomputer (headlines rarely name nvidia). 4-5 industry revolutionary breakthroughs at GTC in March w/ market hardly noticing.  \\ud83e\\udd14
Tue Jun 12 13:41:02 +0000 2018,$NVDA Sentiment trending Up: https://t.co/atKyIv0Kbg Check Out @stocksnips: https://t.co/uyIc4r41YD
Tue Jun 12 13:05:43 +0000 2018,Opinion: Nvidia chips power the world\\u2019s fastest supercomputer $NVDA $IBM https://t.co/5T1FAaOGxE https://t.co/dffIgG2VXy
Tue Jun 12 10:33:10 +0000 2018,"John Chen confirms that Qualcomm, Nvidia, NXP, INTEL, Texas Instruments, Aptiv (Delphi), DENSO, Visteon, Apollo (Baidu), Ford and Jaguar Land Rover plus another 40 OEM\'\'S working with BlackBerry QNX. $BB $NVDA $INTC $NXP $BIDU $MSFT $AAPL $GOOGL $MBLY  \\nhttps://t.co/nbdruBVEuE https://t.co/b2NHT0QLXQ"
Tue Jun 12 10:30:33 +0000 2018,"The world\\u2019s dominant crypto-mining company wants to own #AI \\nPS: #Bitmain\\u2019s Jihan Wu talks about his plans to take on Nvidia $NVDA , Intel $INTC , and AMD $AMD .\\nhttps://t.co/KPqHSHOiKO via @BW"
Tue Jun 12 09:54:39 +0000 2018,Zacks: Brokerages Expect NVIDIA Co. $NVDA Will Post Earnings of $1.83 Per Share https://t.co/KNRbuKwsnu
Tue Jun 12 09:52:14 +0000 2018,$1.83 EPS Expected for NVIDIA Co. $NVDA This Quarter https://t.co/Uw22nDnglg
Tue Jun 12 07:27:42 +0000 2018,RT @TheStreet: It\'s good to be $NVDA right now. https://t.co/QmpUqeZkqp
Tue Jun 12 07:27:15 +0000 2018,RT @jimcramer: .@EricJhonsa: What Nvidia and Netflix have to do with Microsoft and EA\'s latest gaming moves... We own $NVDA and $MSFT for A\\u2026
Tue Jun 12 06:03:20 +0000 2018,RT @OphirGottlieb: https://t.co/crsdEycOMO\\nNvidia chips power the world\\u2019s fastest supercomputer\\n-\\n$NVDA
Tue Jun 12 04:15:29 +0000 2018,NVIDIA Co. $NVDA Given Average Rating of \\u201cBuy\\u201d by Analysts https://t.co/BP9ESzgDhn
Tue Jun 12 03:46:59 +0000 2018,5 Reasons Nvidia Could Generate Strong Returns Over The Next Decade https://t.co/Wv1Bh4znYz $NVDA
Tue Jun 12 03:20:51 +0000 2018,Traders Buy Shares of NVIDIA $NVDA on Weakness https://t.co/QUAiGyHuJa
Tue Jun 12 03:19:48 +0000 2018,Investors Buy NVIDIA $NVDA on Weakness https://t.co/nD85PFwa42
Tue Jun 12 01:51:02 +0000 2018,RT @jimcramer: .@EricJhonsa: What Nvidia and Netflix have to do with Microsoft and EA\'s latest gaming moves... We own $NVDA and $MSFT for A\\u2026
Tue Jun 12 01:45:14 +0000 2018,"RT @BiotechTechAI: $NVDA Very informative article (dividend growth potential ,etc); I\\u2019m hoping Singapore summit &amp;  US China trade spats cal\\u2026"
Tue Jun 12 01:43:54 +0000 2018,5 Reasons Nvidia Could Generate Strong Returns Over The Next Decade $NVDA https://t.co/e0onaIjncO
Tue Jun 12 01:19:37 +0000 2018,Opinion: Nvidia chips power the world\\u2019s fastest supercomputer. #DoE $NVDA https://t.co/FptcKK4jb8
Tue Jun 12 20:05:26 +0000 2018,RT @TMFChipFool: Why Investors Should Be Unimpressed With Intel\'s Diversification Story @themotleyfool #stocks $INTC https://t.co/ZcX4Y05zJI
Tue Jun 12 19:59:31 +0000 2018,Why Investors Should Be Unimpressed With Intel\'s Diversification Story @themotleyfool #stocks $INTC https://t.co/ZcX4Y05zJI
Tue Jun 12 19:46:46 +0000 2018,RT @Elazar_Advisors: Intel Agrees To Give AMD Market Share $amd $intc https://t.co/icKayCsn2W
Tue Jun 12 19:18:16 +0000 2018,Intel Agrees To Give AMD Market Share $amd $intc https://t.co/icKayCsn2W
Tue Jun 12 17:53:06 +0000 2018,"13:42 ET Volume Leader #23 - INTC 12,138,430 Intel Corp $INTC 54.57 +0.05 +0.09% High today of 55.03 day low 5 https://t.co/kh6cnwRoat"
Tue Jun 12 15:18:47 +0000 2018,Intel $INTC Is Tracking Ahead Of Typical Seasonality - Citi
Tue Jun 12 15:14:27 +0000 2018,"RT @DylanLJMartin: ICYMI: After @Intel\'s CEO reportedly says he expects to lose ground to @AMD in the server space, Intel says it\'s \'in a g\\u2026"
Tue Jun 12 15:01:18 +0000 2018,#Intel promotes #diversity &amp; #inclusion in #Israel  \\n\\n$INTC https://t.co/EsMjhmo1d0
Tue Jun 12 15:00:01 +0000 2018,"ICYMI: After @Intel\'s CEO reportedly says he expects to lose ground to @AMD in the server space, Intel says it\'s \'in a great position to compete\' https://t.co/FwoLxTf6SR $INTC $AMD"
Tue Jun 12 14:22:13 +0000 2018,RT @TMFChipFool: $INTC has an incredible amount of resources at its disposal to do things that fundamentally change the world. When I say I\\u2026
Tue Jun 12 14:04:01 +0000 2018,$INTC \\
Tue Jun 12 13:30:00 +0000 2018,"One thing @AMD has over @intel in the server chip space: more cores, which can have major cost-savings implications for software licenses that charge per chip: https://t.co/FwoLxTwHKp $INTC $AMD"
Tue Jun 12 12:34:44 +0000 2018,$INTC has an incredible amount of resources at its disposal to do things that fundamentally change the world. When I say Intel has been hugely disappointing it\'s because my mind\'s eye very clearly sees the potential but poor leaders like BK are unable to realize it. https://t.co/lyYLIWI9ZV
Tue Jun 12 12:15:17 +0000 2018,Intel $INTC Is Tracking Ahead Of Typical Seasonality - Citi\\n\\nhttps://t.co/WzQkfBuay4
Tue Jun 12 10:46:10 +0000 2018,RT @bullishbrs: $INTC Nice rising wedge pattern on #INTEL keep an eye for if this trend line holds or spills out #stocks #trade #hodl https\\u2026
Tue Jun 12 08:13:31 +0000 2018,"AMD +2.7% as analyst, Intel CEO say it will take server chip market share https://t.co/iCL9gS83Ze $AMD, $INTC"
Tue Jun 12 03:20:14 +0000 2018,Investors Buy Intel $INTC on Weakness https://t.co/PFQPSxQfuj
Tue Jun 12 03:19:27 +0000 2018,Traders Buy Shares of Intel $INTC on Weakness https://t.co/HRo6BlPZYY
Tue Jun 12 02:59:45 +0000 2018,Looks like #5G PCs coming in 2019 - https://t.co/mcOPJrHQbD $S $VZW $T $INTC $AMD $QCOM
Tue Jun 12 01:26:05 +0000 2018,Intel $INTC Expected to Announce Earnings of $0.86 Per Share https://t.co/ZNL5KKhpnK
Tue Jun 12 01:25:46 +0000 2018,Intel $INTC Expected to Announce Earnings of $0.86 Per Share https://t.co/K5nSmxoHr7 #stocks
Tue Jun 12 01:00:08 +0000 2018,"It\\u2019s not about brand loyalty. When I saw the writing on the wall, there was no loyalty \\u2014 I sold my $INTC. It\\u2019s more my frustration with the large mismatch between what Intel can be and what Intel is. https://t.co/OvGTFKKnrH"
Tue Jun 12 00:18:16 +0000 2018,$INTC Nice rising wedge pattern on #INTEL keep an eye for if this trend line holds or spills out #stocks #trade #hodl https://t.co/QfnWSzdMFs https://t.co/z5Yvy2vpk1
Tue Jun 12 23:55:39 +0000 2018,Microsoft introduces the best \\u201cmust-have\\u201d #MarTech tool ever (part one) #contentmarketing $MSFT https://t.co/dQuHPJ0rGn
Tue Jun 12 23:41:15 +0000 2018,"RT @OptionsHawk: Microsoft $MSFT opening buy 9,800 Jan. 2020 $135 calls $2.55"
Tue Jun 12 23:05:06 +0000 2018,RT @danielnewmanUV: Very Interesting: @Microsoft has discussed buying code giant GitHub (updated) https://t.co/E1wzMnZ7Pa #Tech $MSFT https://t.co/HNsyBIDiH8
Tue Jun 12 21:24:45 +0000 2018,"RT @OptionsHawk: Microsoft $MSFT opening buy 9,800 Jan. 2020 $135 calls $2.55"
Tue Jun 12 21:15:32 +0000 2018,"Microsoft plans Xbox for 2020, HoloLens for 2019, and Surface products this year...\\nhttps://t.co/UMvYAHrHYa $MSFT"
Tue Jun 12 20:30:15 +0000 2018,RT @CodeView: HoloLens v2 coming in 9 months https://t.co/6YiTCgRLvR $msft #Microsoft #HoloLens #NextGen #HoloGraphic https://t.co/WH7orn38\\u2026
Tue Jun 12 20:24:30 +0000 2018,HoloLens v2 coming in 9 months https://t.co/6YiTCgRLvR $msft #Microsoft #HoloLens #NextGen #HoloGraphic https://t.co/WH7orn38cm
Tue Jun 12 20:21:20 +0000 2018,$MSFT FINDS BUYERS AROUND 100.75 FOR THE THIRD DAY IN A ROW: https://t.co/DkQbRL7v8O\\nSentiment: Neutral #MSFT #Microsoft
Tue Jun 12 19:48:20 +0000 2018,"$MSFT - 9,800 January 2020 $135 calls bought for $2.55, Microsoft currently trading at $101.25"
Tue Jun 12 19:38:20 +0000 2018,"RT @OptionsHawk: Microsoft $MSFT opening buy 9,800 Jan. 2020 $135 calls $2.55"
Tue Jun 12 19:34:28 +0000 2018,"RT @OptionsHawk: Microsoft $MSFT opening buy 9,800 Jan. 2020 $135 calls $2.55"
Tue Jun 12 19:34:21 +0000 2018,"Microsoft $MSFT opening buy 9,800 Jan. 2020 $135 calls $2.55"
Tue Jun 12 19:02:43 +0000 2018,Microsoft has big plans for GitHub in the Enterprise #github $MSFT #Build  #OpenSource https://t.co/8uCxVDyDXv https://t.co/cAi6bU96pa
Tue Jun 12 18:44:28 +0000 2018,"Microsoft plans Xbox for 2020, HoloLens for 2019, and Surface products this year $MSFT https://t.co/aX6OIdrd07"
Tue Jun 12 18:38:37 +0000 2018,"Microsoft plans Xbox for 2020, HoloLens for 2019, and Surface products this year https://t.co/6D3LhgujN1 $MSFT"
Tue Jun 12 18:38:36 +0000 2018,"Microsoft plans Xbox for 2020, HoloLens for 2019, and Surface products this year https://t.co/0B6Nz9tFZy $MSFT"
Tue Jun 12 17:57:09 +0000 2018,"13:42 ET Volume Leader #34 - MSFT 8,799,823 Microsoft Corp $MSFT 101.20 +0.15 +0.15% High today of 101.45 day  https://t.co/TBCzlj3Z0J"
Tue Jun 12 17:25:53 +0000 2018,"Game On: Microsoft, EA, Nintendo on display at E3 $EA $MSFT $NTDOY $SNE $CCOEY $UBSFY $TCEHY $DIS https://t.co/KhEXCZdncq"
Tue Jun 12 16:37:06 +0000 2018,Commented on $AAPL $FB $GOOG $GOOGL $NFLX $SPOT $MSFT https://t.co/o3iPnRlorv
Tue Jun 12 16:37:04 +0000 2018,"RT @SportVESTico: \\u201cTop #VC deals: #Microsoft buys #Github, Ant Financial raises $14 billion, and #Airbus backs indoor #drones\\u201d\\n\\n$BABA $MSFT\\u2026"
Tue Jun 12 16:26:32 +0000 2018,RT @JeffMacke: @JustinRohrlich Most people probably ignore the long-term Buy and Hold Basquiat put on Microsoft in this work. Makes a lot o\\u2026
Tue Jun 12 16:20:29 +0000 2018,@JustinRohrlich Most people probably ignore the long-term Buy and Hold Basquiat put on Microsoft in this work. Makes a lot of sense... $MSFT\\n\\nHell of a call by him. https://t.co/WJyGqROQh6
Tue Jun 12 15:59:00 +0000 2018,$MSFT #Microsoft https://t.co/1TTLx5Txgf
Tue Jun 12 15:30:03 +0000 2018,$AAPL $FB $GOOG $GOOGL $NFLX $SPOT $MSFT https://t.co/qtas856FVE
Tue Jun 12 14:42:06 +0000 2018,"RT @the_CXO: Microsoft\'s Azure cloud business grew 89% in their third quarter compared with the same period last year, and its cloud \\"
Tue Jun 12 14:28:23 +0000 2018,$MSFT Thales and Microsoft partner on cloud system for armed forces https://t.co/m56gMtrZgr
Tue Jun 12 14:11:54 +0000 2018,"Microsoft\'s Azure cloud business grew 89% in their third quarter compared with the same period last year, and its cloud \\"
Tue Jun 12 14:07:25 +0000 2018,Microsoft Bought Four Game Studios to Boost Gaming Content $MSFT $SNE https://t.co/xdG79WsPVW https://t.co/Mak5s2hfVe
Tue Jun 12 13:15:14 +0000 2018,French defense electronics group Thales to integrate its connectivity &amp; cybersecurity with Microsoft $MSFT Azure to provide data protection for armed forces https://t.co/WZu5cPRWNr
Tue Jun 12 12:20:42 +0000 2018,Sony gives in-depth look into the blockbuster PlayStation games it hopes will keep it ahead of Microsoft $SNE $MSFT - https://t.co/voj4Oj7Hxh
Tue Jun 12 12:02:48 +0000 2018,RT @realsheepwolf: \\ud83d\\udc49 $FUSZ \\ud83d\\udc48FULLY INTEGRATED IN ORACLE ( $ORCL:NYSE) AND MARKETO\\n\\u26a1\\ufe0fSOON MICROSOFT ( $MSFT:NASDAQ) \\u26a1\\ufe0fSALESFORCE ( $CRM:NYSE)\\u2026
Tue Jun 12 11:42:27 +0000 2018,Microsoft Corporation (MSFT) Might Become the Netflix of Gaming | Stock Market News | US News https://t.co/ERkGH24UYk $MSFT #Investing
Tue Jun 12 11:38:42 +0000 2018,$MSFT https://t.co/MkLtzTTbYP
Tue Jun 12 11:25:31 +0000 2018,Microsoft: An Easy One For Shareholders https://t.co/2rhDosXxHS $MSFT
Tue Jun 12 10:28:24 +0000 2018,Microsoft $MSFT Given a $130.00 Price Target by Morgan Stanley Analysts https://t.co/T2AcuWtEBO
Tue Jun 12 10:25:42 +0000 2018,Microsoft $MSFT Given a $75.00 Price Target by Jefferies Financial Group Analysts https://t.co/ObwZGBEeap
Tue Jun 12 10:06:47 +0000 2018,Shareholder Winslow Capital Management LLC Has Lifted Microsoft Corp $MSFT Holding https://t.co/M6FXlZOgSk
Tue Jun 12 09:53:39 +0000 2018,"RT @SportVESTico: \\u201cTop #VC deals: #Microsoft buys #Github, Ant Financial raises $14 billion, and #Airbus backs indoor #drones\\u201d\\n\\n$BABA $MSFT\\u2026"
Tue Jun 12 09:28:15 +0000 2018,$MSFT Sony gives in-depth look into the blockbuster PlayStation games it hopes will keep it ahead of Microsoft https://t.co/wmsKSjIRbA
Tue Jun 12 08:58:18 +0000 2018,RT @cfromhertz: CNBC: Microsoft $MSFT is hiring engineers to work on A.I. chip design for its cloud\\n- note heavy put buying in $NVDA earlier
Tue Jun 12 08:34:36 +0000 2018,Microsoft $MSFT Given a $75.00 Price Target by Jefferies Financial Group Analysts https://t.co/MVnPMroZj4
Tue Jun 12 08:34:34 +0000 2018,Morgan Stanley Analysts Give Microsoft $MSFT a $130.00 Price Target https://t.co/QRxSy3Ep1d
Tue Jun 12 08:33:43 +0000 2018,Microsoft acquires four gaming studios to boost Xbox titles https://t.co/KevTRFHfzq $MSFT
Tue Jun 12 08:28:31 +0000 2018,Microsoft: An Easy One For Shareholders $MSFT https://t.co/nRSVTCzocd
Tue Jun 12 08:11:49 +0000 2018,Microsoft: An Easy One For Shareholders $MSFT https://t.co/2bApACbEPC
Tue Jun 12 07:56:47 +0000 2018,RT @SeekingAlpha: $MSFT #MICROSOFT #WINDOWS https://t.co/DbPtPnK1wC
Tue Jun 12 07:52:29 +0000 2018,$MSFT #MICROSOFT #WINDOWS https://t.co/8v5B9OtNtC
Tue Jun 12 07:52:29 +0000 2018,$MSFT #MICROSOFT #WINDOWS https://t.co/DbPtPnK1wC
Tue Jun 12 04:41:08 +0000 2018,$MSFT https://t.co/ZTIcvYqTx7 Pot. intermed top in Uptrend INTRAWEEK 60m-15m-4m combo chart #Microsoft #Stocks https://t.co/K0OvkK3dnW
Tue Jun 12 04:11:17 +0000 2018,Microsoft Invests in Exclusive Games https://t.co/2rgiQ7TRkO - Love this M&amp;A. $MSFT should be trying to grow it gaming division
Tue Jun 12 03:54:38 +0000 2018,"RT @EricJhonsa: A look at some of $MSFT and $EA\'s E3 announcements, and what they signal about the impact PC gaming and subscription servic\\u2026"
Tue Jun 12 03:52:35 +0000 2018,"I love @SlackHQ so much! I hope when Microsoft acquires them, it won\'t get turned to crap like the rest of their acquisitions (i.e. Linkedin). $MSFT"
Tue Jun 12 01:55:14 +0000 2018,Why We Rate Microsoft A Buy   $MSFT https://t.co/vnjo4idzf7
Tue Jun 12 01:37:17 +0000 2018,RT @blackbullforex: Apple\'s market cap is about to top the $1 trillion milestone.  \\n\\nThere are currently seven companies valued at over hal\\u2026
Tue Jun 12 01:10:13 +0000 2018,Turner Co. resident warns others about Microsoft phone scam https://t.co/WJTDH8hxQf $MSFT #stocks #stockmarket
Tue Jun 12 00:03:01 +0000 2018,$MSFT Microsoft Judge Sees Fatal Flaw in Women\'s Group Bias Case via https://t.co/jURZDymPXI
Tue Jun 12 17:45:01 +0000 2018,\\
Tue Jun 12 15:30:07 +0000 2018,Head-To-Head Review: Jianpu Technology $JT vs. Alphabet Inc Class A $GOOGL https://t.co/poVNpYLStP #stocks
