Fri Jun 08 23:48:12 +0000 2018,"Walmart Inc $WMT Insider Sells $464,202.60 in Stock https://t.co/vRTTbvLcrF"
Fri Jun 08 17:29:25 +0000 2018,"RT @TSTRealMoney: Markets shrug off bad news from Apple $AAPL, G7 - James @RevShark DePorre https://t.co/dTOygQ9LPA https://t.co/P7WDg7mF7q"
Fri Jun 08 17:27:59 +0000 2018,"Markets shrug off bad news from Apple $AAPL, G7 - James @RevShark DePorre https://t.co/dTOygQ9LPA https://t.co/P7WDg7mF7q"
Fri Jun 08 17:27:58 +0000 2018,RT @OphirGottlieb: $AAPL How to Trade Apple After an Earnings Rip\\nhttps://t.co/pvq6yaVgLt via @cmlviz\\n-\\nWhen everyone is star gazing you ca\\u2026
Fri Jun 08 17:25:15 +0000 2018,I am the only excited about the redesigned Apple Stock app with Apple News implemented? #APPLE $AAPL
Fri Jun 08 17:24:56 +0000 2018,Is Craig Federighi the next #Apple CEO? #WWDC18 #WWDC2018 $AAPL
Fri Jun 08 17:24:05 +0000 2018,"Apple Music Rolling Out Update With \'Coming Soon\' Section, Album Launch Dates, and New Artist Profiles https://t.co/PRw8Ny3HIc $AAPL https://t.co/lkZDDgXfmw"
Fri Jun 08 17:23:29 +0000 2018,$AAPL How to Trade Apple After an Earnings Rip\\nhttps://t.co/pvq6yaVgLt via @cmlviz\\n-\\nWhen everyone is star gazing you can be ready to profit.
Fri Jun 08 17:21:32 +0000 2018,APPLE LONG $AAPL https://t.co/9BOkNeFKyC
Fri Jun 08 17:16:03 +0000 2018,RT @MobilePotpurri: #Apple has plans for #NFC chip beyond #mpayments - $AAPL #ApplePay https://t.co/LutPfP1DcD
Fri Jun 08 17:12:00 +0000 2018,$AAPL $AVGO $CRUS $SWKS $JBL:\\n\\nApple iPhone Production Pullback Hits Chip Suppliers:\\n\\nhttps://t.co/WiiwvDE8Vg
Fri Jun 08 17:11:21 +0000 2018,RT @cfromhertz: *BUY APPLE $AAPL ON WEAKNESS AS NIKKEI REPORT IS `NOISE\': GBH\'S IVES
Fri Jun 08 17:06:02 +0000 2018,Barron\'s Tech Trader Daily - $AAPL $CRUS $OLED $SWKS $MU $SNAP $PYPL $SFIX $AVGO $DOCU $NTAP $PSTG $NTNX https://t.co/MfjQ0z6ryU
Fri Jun 08 17:04:33 +0000 2018,RT @MacHashNews: Apple isn\'t doomed because it didn\'t release new Macs and iPads at WWDC https://t.co/rHooRvGSeA $AAPL https://t.co/isWeDK4\\u2026
Fri Jun 08 17:03:42 +0000 2018,RT @MacHashNews: 65+ new features in watchOS 5 for Apple Watch https://t.co/D1tAyGEvRC $AAPL https://t.co/JpvwMmmSjY
Fri Jun 08 16:58:31 +0000 2018,$AAPL looked vulnerable there - held $190.50 like a champ. Was wrong with this. Apple https://t.co/51oTuxhDfa
Fri Jun 08 16:56:25 +0000 2018,The odds of reaching $1 trillion first remain in $AAPL\\u2019s favor. Who do you think takes second? Be sure to check out @NelWang\\u2019s story before you decide: https://t.co/O49Iqbh5Qb
Fri Jun 08 16:42:23 +0000 2018,Cramer: Don\'t trade $AAPL on reports about iPhone parts \\u2014 they\'ve been \'proven wrong\' in the past - CNBC https://t.co/v2V2NfuJ0A
Fri Jun 08 16:35:33 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 16:35:04 +0000 2018,Apple isn\'t doomed because it didn\'t release new Macs and iPads at WWDC https://t.co/rHooRvGSeA $AAPL https://t.co/isWeDK4pwF
Fri Jun 08 16:32:43 +0000 2018,RT @AlphSt_Tech: Fitbit finance chief William Zerella resigns https://t.co/gzI9L2Eq1u\\n#Fitbit $FIT #Apple $AAPL #Xiaomi #Samsung #CFO #CFOr\\u2026
Fri Jun 08 16:30:37 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 16:30:01 +0000 2018,$VZ $AAPL Bloomberg Markets AM: Butler on Apple and Verizon (Audio) via https://t.co/jURZDymPXI
Fri Jun 08 16:28:32 +0000 2018,RT @MacHashNews: 65+ new features in watchOS 5 for Apple Watch https://t.co/D1tAyGEvRC $AAPL https://t.co/JpvwMmmSjY
Fri Jun 08 16:27:58 +0000 2018,RT @OphirGottlieb: $AAPL How to Trade Apple After an Earnings Rip\\nhttps://t.co/pvq6yaVgLt via @cmlviz
Fri Jun 08 16:26:51 +0000 2018,Apple and Google are heading in the same direction but on different paths $AAPL $GOOGL - https://t.co/AIo47GGrOV
Fri Jun 08 16:24:22 +0000 2018,$APPLE big short here  with 1:3.5 RR ratio $AAPL https://t.co/AXebV4DGei
Fri Jun 08 16:24:14 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 16:22:00 +0000 2018,Apple $AAPL Given a $210.00 Price Target by UBS Group Analysts https://t.co/e9RN2eOQpY
Fri Jun 08 16:19:05 +0000 2018,$AAPL How to Trade Apple After an Earnings Rip\\nhttps://t.co/pvq6yaVgLt via @cmlviz
Fri Jun 08 16:12:01 +0000 2018,"$FIVE $TSLA $AAPL $FB $DAL:\\n\\nDow Jones Leads, Nasdaq Hits High; Apple WWDC, Retailers, Tesla Fly: Weekly Review:\\n\\nhttps://t.co/0wAqp0rf09"
Fri Jun 08 16:11:52 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 16:00:26 +0000 2018,Apple Inc $AAPL is among Highly Volatile Stock of the Day https://t.co/ejDnwK3REm https://t.co/bxGpgwSRpR
Fri Jun 08 15:55:01 +0000 2018,$AAPL Apple\'s IPhone Order Cut Report Weighs on Suppliers via https://t.co/jURZDymPXI
Fri Jun 08 15:52:34 +0000 2018,LIVE: Apple stock is down after a report that said the demand for iPhones was slowing. \\
Fri Jun 08 15:52:25 +0000 2018,Apple looks vulnerable. $AAPL
Fri Jun 08 15:45:04 +0000 2018,65+ new features in watchOS 5 for Apple Watch https://t.co/D1tAyGEvRC $AAPL https://t.co/JpvwMmmSjY
Fri Jun 08 15:42:28 +0000 2018,"3 Dividend Stocks Perfect for Retirees @themotleyfool #stocks $SBUX, $BRK-A, $BRK-B, $JNJ, $AAPL #apple #starbucks #dividends #investing https://t.co/WTMbZ6Jkav"
Fri Jun 08 15:39:46 +0000 2018,RT @OpenOutcrier: $AAPL (-1.3% pre) Apple warns suppliers of 20% drop in new iPhone parts orders - Nikkei\\n\\n$AVGO $CRUS $FNSR\\n\\nhttps://t.co/\\u2026
Fri Jun 08 15:38:58 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 15:33:28 +0000 2018,RT \\
Fri Jun 08 15:30:11 +0000 2018,Code Unlock on #Apple $AAPL #iPhone #LG #Samsung #ZTE #MetroPCS #ATT #Tmobile #Cricket Save Money #unlock #Code Codeunlock
Fri Jun 08 15:29:06 +0000 2018,Apple Music hires one of the top BBC Radio\'s Hip Hop Editorial Executives for Beats 1 https://t.co/zcV6FINsZz $AAPL https://t.co/4TKxk2tREC
Fri Jun 08 15:28:29 +0000 2018,Tech sector under pressure from Apple suppliers... $AAPL $AVGO $TSM $XLK $CRUS $FNSR $IIVI $LITE $QRVO $SWKS https://t.co/mKgr2weycx
Fri Jun 08 15:26:38 +0000 2018,$AAPL Apple warns suppliers that iPhone demand is falling - report https://t.co/RHAk1lulxB
Fri Jun 08 15:26:35 +0000 2018,$AAPL Apple to make 20 percent fewer new model iPhones this year: Nikkei https://t.co/pPkqw40kyd
Fri Jun 08 15:26:34 +0000 2018,$AAPL Apple to make 20 percent fewer new model iPhones this year: Nikkei https://t.co/Lk9iDcJgFJ
Fri Jun 08 15:26:23 +0000 2018,$AAPL Apple shares fall 2% after report says it\'s warning suppliers about a sharp drop in parts orders https://t.co/NlpPaHF7kz
Fri Jun 08 15:26:21 +0000 2018,$AAPL Cramer: Don\'t trade Apple on reports about iPhone parts \\u2014 they\'ve been \'proven wrong\' in the past https://t.co/bkbtUlCqoW
Fri Jun 08 15:19:13 +0000 2018,Apple Inc is doomed. $AAPL dropped by 1.4577%! Currently priced at 190.64. https://t.co/3BFG3rvRUR #AAPL
Fri Jun 08 15:12:06 +0000 2018,Foxconn spinoff becomes largest tech company in China as it looks beyond Apple https://t.co/8I2yPqq6ZR $AAPL https://t.co/ntZ8a4KM2Z
Fri Jun 08 15:10:42 +0000 2018,Apple Retesting All-time-high Breakout $AAPL https://t.co/UdCupcsOX2
Fri Jun 08 15:08:35 +0000 2018,RT @charliebilello: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2\\u2026
Fri Jun 08 15:06:36 +0000 2018,RT @TSTRealMoney: Warning to Apple $AAPL suppliers and G7 turmoil give market bears ammunition - James @RevShark DePorre https://t.co/ZLxwU\\u2026
Fri Jun 08 15:00:45 +0000 2018,https://t.co/DEccnA9ivx\\nApple Warns Suppliers of 20% iPhone Component Drop\\n-\\n$AAPL
Fri Jun 08 15:00:39 +0000 2018,BREAKING NEWS!\\n\\nApple is now supporting Windows!\\n\\n$AAPL $MSFT $BTC https://t.co/o0IlnOuLAl
Fri Jun 08 14:59:06 +0000 2018,"Tech sector under pressure from Apple suppliers, semi equipment stocks https://t.co/4woTdSA58A $AAPL $AVGO $TSM $XLK"
Fri Jun 08 14:55:31 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 14:51:42 +0000 2018,Testing the break out area... $AAPL #apple https://t.co/VjBFW8SPLx
Fri Jun 08 14:48:31 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 14:47:18 +0000 2018,RT @OpenOutcrier: $AAPL (-1.3% pre) Apple warns suppliers of 20% drop in new iPhone parts orders - Nikkei\\n\\n$AVGO $CRUS $FNSR\\n\\nhttps://t.co/\\u2026
Fri Jun 08 14:46:22 +0000 2018,"RT @OptionsHawk: Apple $AAPL similar trade as 5,000 June 22nd (W) $192.5 puts sold to open $3.85"
Fri Jun 08 14:45:41 +0000 2018,Best Unlock Rate #Wholesale Unlock Code #Apple #samsung #InstantUnlock #LG #unlock #unlocking $AAPL #MasterDealer #GSM #Reseller
Fri Jun 08 14:41:26 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 14:38:02 +0000 2018,Apple $AAPL Given a $210.00 Price Target by UBS Group Analysts https://t.co/wVGf5SRoHr
Fri Jun 08 14:36:08 +0000 2018,Universal Display falls after Apple reportedly signals slowdown to suppliers $OLED $AAPL $SWKS $LITE $FNSR $MU $QRVO $TXN $QCOM https://t.co/PjoWFaTN3n
Fri Jun 08 14:36:02 +0000 2018,RT @Street_Insider: Apple $AAPL Report \'Noise\' - GBH Insights https://t.co/CiViJpgzcq
Fri Jun 08 14:32:31 +0000 2018,RT @randomdevtest13: Stocks Open Slightly Lower on G-7 and Apple Jitters: LIVE BLOG $AAPL https://t.co/9kUpF1cBr8 https://t.co/v5vfgdPaJX
Fri Jun 08 14:31:10 +0000 2018,Stocks Open Slightly Lower on G-7 and Apple Jitters: LIVE BLOG $AAPL https://t.co/9kUpF1cBr8 https://t.co/v5vfgdPaJX
Fri Jun 08 14:31:07 +0000 2018,Warning to Apple $AAPL suppliers and G7 turmoil give market bears ammunition - James @RevShark DePorre https://t.co/ZLxwUDeTes https://t.co/1IOH3hnknW
Fri Jun 08 14:27:44 +0000 2018,"RT @OptionsHawk: Apple $AAPL similar trade as 5,000 June 22nd (W) $192.5 puts sold to open $3.85"
Fri Jun 08 14:25:19 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 14:23:08 +0000 2018,"Apple $AAPL similar trade as 5,000 June 22nd (W) $192.5 puts sold to open $3.85"
Fri Jun 08 14:23:07 +0000 2018,Apple patent filing involves a blood pressure measurement system https://t.co/9KThDQdip4 $AAPL https://t.co/SDpMYeCJ8X
Fri Jun 08 14:21:39 +0000 2018,&lt;Buy the dip&gt; $AAPL #Apple slides on warning about a sharp drop in parts orders https://t.co/SY4V7RFdPW
Fri Jun 08 14:20:20 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 14:20:08 +0000 2018,Apple warns suppliers that iPhone demand is falling $AAPL  https://t.co/GezmCqhaAo
Fri Jun 08 14:18:51 +0000 2018,"RT @MarketCurrents: Tech sector under pressure from Apple suppliers, semi equipment stocks https://t.co/Y7gMqMZEKz $AAPL $AVGO $TSM $XLK"
Fri Jun 08 14:17:47 +0000 2018,"#APPLE shares -1.6%; capping US index bounce. Nikkei News says $AAPL will make 20% fewer of the latest iPhones in 2018. Perhaps extent of the production cut a small surprise, but given what we know about topping out demand, reduced handset manufacture seems in-line ^KO"
Fri Jun 08 14:17:43 +0000 2018,"#APPLE shares -1.6%; capping US index bounce. Nikkei News says $AAPL will make 20% fewer of the latest iPhones in 2018. Perhaps extent of the production cut a small surprise, but given what we know about topping out demand, reduced handset manufacture seems in-line ^KO"
Fri Jun 08 14:17:40 +0000 2018,"#APPLE shares -1.6%; capping US index bounce. Nikkei News says $AAPL will make 20% fewer of the latest iPhones in 2018. Perhaps extent of the production cut a small surprise, but given what we know about topping out demand, reduced handset manufacture seems in-line ^KO"
Fri Jun 08 14:15:13 +0000 2018,$AAPL: \\
Fri Jun 08 14:12:26 +0000 2018,"See pattern here (all wrong): $aapl\\n2016: Nikkei Says iPhone 7 Sales Weak Based on Supplier Weakness\\n2017: Apple iPhone X Shipments to Be Half of Forecast, Nikkei Reports\\n2018: iPhone maker\\u2019s shares fell 2.1 percent on news that the company will halve production of its iPhone X"
Fri Jun 08 14:11:48 +0000 2018,"RT @MarketCurrents: Tech sector under pressure from Apple suppliers, semi equipment stocks https://t.co/Y7gMqMZEKz $AAPL $AVGO $TSM $XLK"
Fri Jun 08 14:11:42 +0000 2018,"Tech sector under pressure from Apple suppliers, semi equipment stocks https://t.co/h3YTrDjX2L $AAPL $AVGO $TSM $XLK"
Fri Jun 08 14:11:41 +0000 2018,"Tech sector under pressure from Apple suppliers, semi equipment stocks https://t.co/Y7gMqMZEKz $AAPL $AVGO $TSM $XLK"
Fri Jun 08 14:10:29 +0000 2018,Social Security\\u2019s looming crisis; Apple becomes Microsoft; Vanguard\\u2019s big switch - weekend roundup: https://t.co/5UcrY73Gsi $AAPL https://t.co/8sr1XVYAYU
Fri Jun 08 14:08:36 +0000 2018,RT @DougKass: Here is the Nikkei Asian Review article that is taking $AAPL down this morning. https://t.co/83y4B9iPD5\\n@jimcramer @andrewrso\\u2026
Fri Jun 08 14:08:34 +0000 2018,"RT @mariosmackz2: Shorted $AAPL again yesterday, covered just now, $310 gain.  I\'m 4 for 4 on Apple shorts this week.  Will short again, LO\\u2026"
Fri Jun 08 14:02:14 +0000 2018,RT @charliebilello: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2\\u2026
Fri Jun 08 14:01:57 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 14:01:55 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 13:59:42 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 13:57:48 +0000 2018,RT @Subrat_Patnaik: Apple warns suppliers of 20% drop in new iPhone parts orders\\n $AAPL https://t.co/BqPdMSphR2
Fri Jun 08 13:55:51 +0000 2018,$AAPL Apple Slides on Report Suppliers Prepping for Sharply Lower iPhone Orders\\n\\nhttps://t.co/nXUkuazfC6
Fri Jun 08 13:55:21 +0000 2018,Seriously?  Here we go again...  I\\u2019m always amazed at how quickly everyone forgets how the @Apple supply chain rumors were wrong the last time.  And the time before that.  And [...] $AAPL https://t.co/J9FNzceHfH
Fri Jun 08 13:49:21 +0000 2018,Apple has copied so many logos and graphics that I have made for all store meetings. Should I sue? #GetMyMoney $AAPL
Fri Jun 08 13:49:03 +0000 2018,Apple sued over its logo for recently introduced Siri Shortcuts https://t.co/adUSZHLeL5 $AAPL https://t.co/EBjSK9X2vX
Fri Jun 08 13:45:12 +0000 2018,"RT @Benzinga: Apple, Suppliers Drop As Company Cuts Demand For iPhone Parts https://t.co/RQgr69TE5g $AAPL $AVGO $LITE $QRVO $AMD"
Fri Jun 08 13:45:00 +0000 2018,"Apple, Suppliers Drop As Company Cuts Demand For iPhone Parts https://t.co/RQgr69TE5g $AAPL $AVGO $LITE $QRVO $AMD"
Fri Jun 08 13:43:58 +0000 2018,People. Are you really selling Apple on another parts supplier rumor. We do this every quarter and $aapl goes higher. Come on.
Fri Jun 08 13:43:49 +0000 2018,@ReutersBiz @jimcrame $fb $AMZN @business @WSJbreakingnews @nytimesbusiness @WSJbreakingnews \\n$AAPL Meets Hollywood\\nhttps://t.co/mnoGg51kAL\\nNewton\'s Apple\\nhttps://t.co/KjPKrHuRdb\\n$AAPL $GOOGL FB India\\nhttps://t.co/0jH4vVFRnc\\nTim Cooks Apple\'s Brand\\nhttps://t.co/WLDo0xvxgk\\nSlim https://t.co/fxBGwKLKSX
Fri Jun 08 13:41:43 +0000 2018,"\'Apple ( $AAPL)\' SUDDEN FALL to 189.83, today -1.8%. StochRSI: 71.03, Trend: ++-+- https://t.co/zJ6TTBRlz9"
Fri Jun 08 13:41:20 +0000 2018,"Shorted $AAPL again yesterday, covered just now, $310 gain.  I\'m 4 for 4 on Apple shorts this week.  Will short again, LOL\\n\\n$TMPS $SRMX $ONCI $LDSR $TGGI $FUSZ $AHIX $RXMD $POTN $BVTK $INMG $INTV $ADXS $RNVA $OWVI $ANDI $OWCP https://t.co/Y4ewroM7yK"
Fri Jun 08 13:36:25 +0000 2018,$AAPL Apple plans to make 20 percent fewer new model iPhones this year: Nikkei
Fri Jun 08 13:28:55 +0000 2018,RT @TicTocTick: $AAPL down 2 % pre-market. Large component (5% of $SPX). \\n\\nKeeping an eye below 2764 per pinned idea from yesterday. 2764 i\\u2026
Fri Jun 08 13:24:23 +0000 2018,"#premarket Up: $TSLA 450 target Nomura, $EDAP bio, FDA approval, $DOCU  $SFIX $ZUMZ, $VRNT earnings: Down $AAPL part demand $AVGO lower guidance on earnings. $FB opps! Private=public.  Apple news=weak tech. #stockstowatch #trading #StockMarket #cryptotrading"
Fri Jun 08 13:22:15 +0000 2018,RT @YahooFinanceCA: Apple shares fall 2% after report says it\'s warning suppliers about a sharp drop in parts orders \\ud83d\\udcf1 $AAPL \\nhttps://t.co/\\u2026
Fri Jun 08 13:17:07 +0000 2018,"After Back-to-Back Smashing Quarters for Apple, the Nikkei is out again with more FUD about the new 2018 iPhones https://t.co/fLL4KKzYp7 $AAPL https://t.co/k6uocmehiR"
Fri Jun 08 13:16:19 +0000 2018,RT @TicTocTick: $AAPL down 2 % pre-market. Large component (5% of $SPX). \\n\\nKeeping an eye below 2764 per pinned idea from yesterday. 2764 i\\u2026
Fri Jun 08 13:15:43 +0000 2018,RT @OpenOutcrier: $AAPL (-1.3% pre) Apple warns suppliers of 20% drop in new iPhone parts orders - Nikkei\\n\\n$AVGO $CRUS $FNSR\\n\\nhttps://t.co/\\u2026
Fri Jun 08 13:15:32 +0000 2018,Apple $AAPL Price Target Raised to $225.00 at Argus https://t.co/Rb7SrlRcUr
Fri Jun 08 13:15:29 +0000 2018,"RT @James_W_Harris: Join @RobinhoodApp and we\'ll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link. #MAGA #NBAFinal\\u2026"
Fri Jun 08 13:14:02 +0000 2018,RT @Street_Insider: Apple $AAPL Report \'Noise\' - GBH Insights https://t.co/CiViJpgzcq
Fri Jun 08 13:13:07 +0000 2018,RT @Street_Insider: Apple $AAPL Report \'Noise\' - GBH Insights https://t.co/CiViJpgzcq
Fri Jun 08 13:13:06 +0000 2018,Apple $AAPL Report \'Noise\' - GBH Insights https://t.co/DAFDtxJFMA
Fri Jun 08 13:12:12 +0000 2018,Apple $AAPL Report \'Noise\' - GBH Insights https://t.co/CiViJpgzcq
Fri Jun 08 13:10:00 +0000 2018,Apple shares fall 2% after report says it\'s warning suppliers about a sharp drop in parts orders \\ud83d\\udcf1 $AAPL \\nhttps://t.co/Q2UqofrEws https://t.co/Y3fgytVlYY
Fri Jun 08 13:09:15 +0000 2018,"$AAPL Completely agree with this. Of course some members of the supply chain are getting fewer orders than in the past, Apple is designing new phone models and likely using variations of suppliers than previously. Dan Ives is correct, this is nothing. Fill the gap and bounce up. https://t.co/Ubmrnp0dwV"
Fri Jun 08 13:08:34 +0000 2018,Apple Slides on Report Suppliers Prepping for Sharply Lower iPhone Orders $AAPL https://t.co/MICIn28yAP https://t.co/jM9wEGtXUX
Fri Jun 08 13:07:33 +0000 2018,"Join @RobinhoodApp and we\'ll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link. #MAGA #NBAFinals #bitcoin #Trump #StockMarket #NationalChocolateIceCreamDay #Apple #NFL #NHLPlayoffs #FridayFeeling #FridayMotivation #BREAKING #Crypto\\n\\nhttps://t.co/FszpfCRJbz"
Fri Jun 08 13:05:00 +0000 2018,#Apple : \\nNew High in a painful grind. Bulls need to stay over previous Daily Breakout Trendline (top yellow). Observe the low trading volume lately. \\n$AAPL #Trading #investing #aapl https://t.co/FGvEPDUdh2
Fri Jun 08 13:02:58 +0000 2018,Apple stock falls after report says company is preparing for 20% fewer iPhone shipments with this year\'s upcoming models $AAPL https://t.co/yoVmyuRBBa
Fri Jun 08 13:01:28 +0000 2018,$AAPL (-1.4% #premarket) plans to make 20 percent fewer new model iPhones this year: Nikkei https://t.co/VRhqL7AhLK $AMD (-2.2%) $MU (-1.1%) #stocks #trading
Fri Jun 08 12:57:44 +0000 2018,$AAPL Apple stock falls after report says company is preparing for 20% fewer iPhone shipments with this year\'s upcoming models https://t.co/kwTpSRbL1f
Fri Jun 08 12:56:00 +0000 2018,"$AAPL, Here we go again\\u2026 Hey, algos, are you listening \\ud83d\\ude00?\\n\\nRT\\n\\nMarket Chatter: Apple Falls Almost 2% on Report of 20% Drop in New iPhone Parts Orders\\nBY MT Newswires\\n\\u2014 6:38 AM ET 06/08/2018"
Fri Jun 08 12:55:20 +0000 2018,"Join Robinhood and we\'ll both get a stock like Apple, Ford, or Sprint for free. Make sure you use my link pic below.\\n\\n$SING $UNVC $EAPH $AAPL $S $F \\n\\n#stocks #cannabis #canada\\n#FridayFeeling #Pride #VentureCanvas https://t.co/J5cKnVwYd5"
Fri Jun 08 12:51:15 +0000 2018,RT @cfromhertz: *BUY APPLE $AAPL ON WEAKNESS AS NIKKEI REPORT IS `NOISE\': GBH\'S IVES
Fri Jun 08 12:48:07 +0000 2018,*BUY APPLE $AAPL ON WEAKNESS AS NIKKEI REPORT IS `NOISE\': GBH\'S IVES
Fri Jun 08 12:44:07 +0000 2018,Apple and Google harden its smartphones against hackers and governments https://t.co/kYRAoOEcgC $AAPL https://t.co/UtvrgYhg95
Fri Jun 08 12:43:50 +0000 2018,Not a dull Friday for sure on Wall Street - https://t.co/jFRpLNTFBn $AAPL $QQQ #stocks
Fri Jun 08 12:40:56 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 12:34:21 +0000 2018,"$AAPL Is Not A Good Investment Because It\'s A One Trick Pony ! Apple Slides On Report Of iPhone Order Cuts, Drags Nasdaq Lower | Zero Hedge https://t.co/8q3Lpz5CV7"
Fri Jun 08 12:32:30 +0000 2018,RT @MarketCurrents: NAR: Apple drops iPhone parts orders by 20%; supplier stocks dip https://t.co/bwZNOQwICe #premarket $AAPL $AVGO $CRUS $\\u2026
Fri Jun 08 12:31:47 +0000 2018,"Apple Slides On Report Of iPhone Order Cuts, Drags Nasdaq Lower $AAPL https://t.co/YBzwWmwaPV"
Fri Jun 08 12:30:47 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 12:30:43 +0000 2018,$AAPL https://t.co/ZTIcvYqTx7 Pot. cont. Uptrend LONGERTERM Wly-Dly-Hly combo chart #Apple #Stocks https://t.co/5BE8eKJ1WW
Fri Jun 08 12:29:28 +0000 2018,RT @OpenOutcrier: $AAPL (-1.3% pre) Apple warns suppliers of 20% drop in new iPhone parts orders - Nikkei\\n\\n$AVGO $CRUS $FNSR\\n\\nhttps://t.co/\\u2026
Fri Jun 08 12:29:04 +0000 2018,RT @OpenOutcrier: $AAPL (-1.3% pre) Apple warns suppliers of 20% drop in new iPhone parts orders - Nikkei\\n\\n$AVGO $CRUS $FNSR\\n\\nhttps://t.co/\\u2026
Fri Jun 08 12:29:03 +0000 2018,$AAPL (-1.3% pre) Apple warns suppliers of 20% drop in new iPhone parts orders - Nikkei\\n\\n$AVGO $CRUS $FNSR\\n\\nhttps://t.co/932xZrIvHX
Fri Jun 08 12:28:06 +0000 2018,The Official Apple Trademark for \'macOS Mojave\' Surfaces at USPTO https://t.co/bltLEzYfiU $AAPL https://t.co/ebUgSE5PFi
Fri Jun 08 12:26:38 +0000 2018,NAR: Apple drops iPhone parts orders by 20%; s... $AAPL $AVGO $CRUS $FNSR $IIVI $LITE $QRVO $SWKS $STM $OLED https://t.co/I0FuRPEu01
Fri Jun 08 12:26:18 +0000 2018,RT @kirkburgess: Just to be crystal clear:\\n\\nThe amount of new iPhones Apple is telling suppliers to be prepared to supply for the 2nd half\\u2026
