Wed Jun 13 23:24:12 +0000 2018,"Walmart Inc $WMT Director Sells $92,971,098.88 in Stock https://t.co/Vb3RlI4PLe #stocks"
Wed Jun 13 12:49:06 +0000 2018,"Qualcomm will not exit data center business, chip chief says https://t.co/Kv4t3HVrtj by @StephenNellis $QCOM https://t.co/9t2JuiDgTy"
Wed Jun 13 12:49:06 +0000 2018,"Qualcomm will not exit data center business, chip chief says https://t.co/K15LTxEHGi via @StephenNellis $QCOM https://t.co/DRd1FJo1SZ"
Wed Jun 13 09:46:43 +0000 2018,"RT @Reuters: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by\\u2026"
Wed Jun 13 09:27:13 +0000 2018,"RT @Reuters: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by\\u2026"
Wed Jun 13 09:17:56 +0000 2018,"RT @Reuters: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by\\u2026"
Wed Jun 13 09:17:53 +0000 2018,"RT @ReutersBiz: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/ZeAqzQCDBS\\u2026"
Wed Jun 13 09:13:22 +0000 2018,"RT @Reuters: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by\\u2026"
Wed Jun 13 09:01:20 +0000 2018,"RT @ReutersBiz: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/ZeAqzQCDBS\\u2026"
Wed Jun 13 09:00:06 +0000 2018,"RT @ReutersBiz: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/ZeAqzQCDBS\\u2026"
Wed Jun 13 08:57:06 +0000 2018,"RT @ReutersBiz: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/ZeAqzQCDBS\\u2026"
Wed Jun 13 08:50:11 +0000 2018,"RT @Reuters: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by\\u2026"
Wed Jun 13 08:50:07 +0000 2018,"RT @Reuters: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by\\u2026"
Wed Jun 13 08:48:11 +0000 2018,"RT @Reuters: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by\\u2026"
Wed Jun 13 08:48:10 +0000 2018,"Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/X3RjFwcYYF by StephenNellis $QCOM https://t.co/la9HZyilAq Reuters"
Wed Jun 13 08:48:06 +0000 2018,"RT @ReutersBiz: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/ZeAqzQCDBS\\u2026"
Wed Jun 13 08:48:05 +0000 2018,"Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/ZeAqzQCDBS via @StephenNellis $QCOM https://t.co/A2QcvNE4Oi"
Wed Jun 13 08:47:31 +0000 2018,"RT @Reuters: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by\\u2026"
Wed Jun 13 08:47:20 +0000 2018,"RT @Reuters: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by\\u2026"
Wed Jun 13 08:47:05 +0000 2018,"RT @Reuters: Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by\\u2026"
Wed Jun 13 08:47:04 +0000 2018,"Qualcomm has no plans to abandon its efforts to create processors for data centers, chip chief says https://t.co/H6NKbCe6a3 by @StephenNellis $QCOM https://t.co/v7BlHieWzI"
Wed Jun 13 08:11:40 +0000 2018,RT @MarketCurrents: Qualcomm not exiting data centers https://t.co/vILjSXVNOr $QCOM $INTC
Wed Jun 13 07:34:13 +0000 2018,Qualcomm not exiting data centers https://t.co/9RHBjy2342 $QCOM $INTC
Wed Jun 13 07:34:13 +0000 2018,Qualcomm not exiting data centers https://t.co/vILjSXVNOr $QCOM $INTC
Wed Jun 13 05:13:49 +0000 2018,"QUALCOMM, Inc. $QCOM Sees Significant Increase in Short Interest https://t.co/swQp2Ce0Y4 #stocks"
Wed Jun 13 05:10:23 +0000 2018,"QUALCOMM, Inc. $QCOM Sees Significant Increase in Short Interest https://t.co/tn8G6oIOtk"
Wed Jun 13 03:34:43 +0000 2018,Comparing NTT Docomo $DCM and QUALCOMM $QCOM https://t.co/D3KD1z9IA5
Wed Jun 13 03:34:35 +0000 2018,Comparing NTT Docomo $DCM and QUALCOMM $QCOM https://t.co/g40SV0xiY5 #stocks
Wed Jun 13 03:33:57 +0000 2018,Comparing NTT Docomo $DCM and QUALCOMM $QCOM https://t.co/K6mcS0Hhcj
Wed Jun 13 00:58:51 +0000 2018,RT @MobilePotpurri: New #wearables chips from #Qualcomm arrive in the fall - https://t.co/tQOwSMHEaN $QCOM $INTC $ARMH
Wed Jun 13 00:07:09 +0000 2018,"QUALCOMM, Inc. $QCOM Expected to Announce Earnings of $0.73 Per Share https://t.co/Qtr8hkGs0t"
Wed Jun 13 00:04:36 +0000 2018,"QUALCOMM, Inc. $QCOM Expected to Announce Earnings of $0.73 Per Share https://t.co/hnRX168nvV"
Wed Jun 13 20:20:24 +0000 2018,$NVDA CLOSES BELOW ITS OPENING PRICE UNABLE TO HOLD EARLY SESSION GAINS: https://t.co/4rinuD143M\\nSentiment: Neutral #NVDA #NVIDIA
Wed Jun 13 18:57:05 +0000 2018,"@IBD_ACoram @amazon @nvidia Reed Hastings @ $nflx, @jack for $sq &amp; $nflx, Mark @ $Fb etc., The true paradigm shifting tech companies have a single visionary at the helm. Added bonus for long term success often talented women in the CSuite (Collette @ $nvda, Sarah @ $sq, Sheryl @ $fb)"
Wed Jun 13 18:06:10 +0000 2018,"He said he was buying a lot because it was deffinitly going up. I didn\'t think it was smart to rely on him calling me the second he sold, so instead I took his idea of autonomous driving and found $NVDA. I understood more of Nvidia\'s business and the strength of their brand."
Wed Jun 13 16:21:30 +0000 2018,"@jimcramer on the call you said Red Dead Redemption 2 needs $NVDA chips. When the game releases for the XBox and Playstation, those consoles use AMD graphics chips. Could you clarify if you meant the game is being created utilizing Nvidia chips?"
Wed Jun 13 15:40:01 +0000 2018,RT @rimisback: BlackBerry QNX Digital Instrument Cluster uses GPU for fast processing that none can match..\\n\\nGPU processing is used in Cryp\\u2026
Wed Jun 13 14:52:30 +0000 2018,NVIDIA Co. $NVDA Position Lifted by ETF Managers Group LLC... https://t.co/QGJKact86O
Wed Jun 13 13:31:09 +0000 2018,Published another article on $NVDA https://t.co/6haa2esUUB  #nvidia #investing #stockexchange
Wed Jun 13 13:28:56 +0000 2018,RT @rimisback: BlackBerry QNX Digital Instrument Cluster uses GPU for fast processing that none can match..\\n\\nGPU processing is used in Cryp\\u2026
Wed Jun 13 11:34:29 +0000 2018,"$NVDA NVIDIA Volta and NVLINK Powered Summit GPU Supercomputer Becomes Operational &amp;#8211; More Than 27,000 Tesla V100s With Over 200 PFLOPs of Compute For Science and Research https://t.co/mXKvrAGrpE"
Wed Jun 13 11:31:50 +0000 2018,"Nvidia: Growing But Expensive https://t.co/sqwu9U8vvz $NVDA, $AMD, $BTC-USD, $MU"
Wed Jun 13 10:51:04 +0000 2018,AI At The Edge: Nvidia\'s Robotics Opportunity $NVDA https://t.co/sCOhlxeyd9
Wed Jun 13 08:57:17 +0000 2018,RT @NewYorkbuffett: Nvidia Will Not Reward Shareholders Any Longer https://t.co/rhtYfheQec $NVDA
Wed Jun 13 05:34:31 +0000 2018,AI At The Edge: Nvidia\'s Robotics Opportunity $NVDA https://t.co/I9GJZiQN3L
Wed Jun 13 03:49:35 +0000 2018,Nvidia Will Not Reward Shareholders Any Longer https://t.co/rhtYfheQec $NVDA
Wed Jun 13 02:43:27 +0000 2018,AI At The Edge: Nvidia\\u2019s Robotics Opportunity $NVDA https://t.co/MP9Sjwqy4I
Wed Jun 13 01:38:27 +0000 2018,BlackBerry QNX Digital Instrument Cluster uses GPU for fast processing that none can match..\\n\\nGPU processing is used in Cryptocurrency mining due to its speed.....\\n\\nhttps://t.co/N2jvj4B12P\\n\\n$BB $NVDA $AAPL $GOOGL $MSFT $AMD @QNX_Auto @nvidia @AMD
Wed Jun 13 01:35:18 +0000 2018,RT @iSPYpotential: You\'d think @Apple has to be getting into the live gaming stage at some point to compete with @Twitch $AAPL $AMZN @E3 @n\\u2026
Wed Jun 13 00:54:38 +0000 2018,You\'d think @Apple has to be getting into the live gaming stage at some point to compete with @Twitch $AAPL $AMZN @E3 @nvidia $NVDA $INTC $AMD $EA $ATVI $TTWO
Wed Jun 13 23:27:48 +0000 2018,"RT @permabear_uk: $INTC has announced its going to develop its own line of graphics cards, with a planned launch in 2020. Longer term impli\\u2026"
Wed Jun 13 22:59:56 +0000 2018,$INTC I think the point most people miss is that Intel felt the need to take risks. People have to think carefully abut that. https://t.co/sTNOZNIdKH
Wed Jun 13 22:04:55 +0000 2018,"$INTC It is time to remain cautious about Intel, only HOLD at the moment https://t.co/ktYt3gGTSz"
Wed Jun 13 19:44:29 +0000 2018,RT @storagereview: Lenovo Announces vSAN ReadyNode With Intel Optane @Lenovodc @lenovo @IntelStorage @vmwarevsan @_adam_armstrong $VMW $INT\\u2026
Wed Jun 13 18:59:36 +0000 2018,RT @storagereview: Lenovo Announces vSAN ReadyNode With Intel Optane @Lenovodc @lenovo @IntelStorage @vmwarevsan @_adam_armstrong $VMW $INT\\u2026
Wed Jun 13 18:57:27 +0000 2018,Lenovo Announces vSAN ReadyNode With Intel Optane @Lenovodc @lenovo @IntelStorage @vmwarevsan @_adam_armstrong $VMW $INTC \\nhttps://t.co/zme4U2B8YO https://t.co/0pIvzTMYYy
Wed Jun 13 18:55:16 +0000 2018,Intel: Time To Be Cautious $INTC https://t.co/4cQ6gfOLq8
Wed Jun 13 17:30:14 +0000 2018,"RT @permabear_uk: $INTC has announced its going to develop its own line of graphics cards, with a planned launch in 2020. Longer term impli\\u2026"
Wed Jun 13 17:27:40 +0000 2018,"$INTC has announced its going to develop its own line of graphics cards, with a planned launch in 2020. Longer term implications for $AMD and $NVDA\\n--\\nhttps://t.co/5MGR46iPoS"
Wed Jun 13 15:53:04 +0000 2018,ICYMI: \\n\\nForm 4 Filing Late Tuesday Showed Switch 10% Owner Intel Capital (Intel\'s Venture Cap Division) Sold a Total of 172.245K Shares at Prices Ranging From $12.98 to $13.09 $INTC $SWCH
Wed Jun 13 15:36:11 +0000 2018,"Focusing The Bulls-Eye on These Stocks: Intel Corporation (NasdaqGS:INTC), AT ... https://t.co/yscbwAKo1l $INTC #stocks #stockmarket"
Wed Jun 13 12:19:54 +0000 2018,"$EA, $MSFT, $TSLA, $INTC, $T, $TWX, $NTDOY https://t.co/C5aVqzdl6d"
Wed Jun 13 10:54:07 +0000 2018,Intel $INTC Expected to Announce Quarterly Sales of $16.32 Billion https://t.co/bP8yrPfGrj
Wed Jun 13 10:04:35 +0000 2018,Intel $INTC Short Interest Update https://t.co/t52KPq1Rel
Wed Jun 13 09:32:15 +0000 2018,RT @TMFChipFool: Why Investors Should Be Unimpressed With Intel\'s Diversification Story @themotleyfool #stocks $INTC https://t.co/ZcX4Y05zJI
Wed Jun 13 08:59:18 +0000 2018,Intel $INTC Downgraded by BidaskClub to \\u201cBuy\\u201d https://t.co/LefkF5lMen
Wed Jun 13 08:56:48 +0000 2018,Intel $INTC Rating Lowered to Buy at BidaskClub https://t.co/zVGLW3R67T
Wed Jun 13 08:06:13 +0000 2018,Hot Stock&amp;#39;s Watch List \\u2013 Intel Corporation (NASDAQ: INTC) https://t.co/uJQL5RIEbR $INTC #stocks #stockmarket
Wed Jun 13 06:15:57 +0000 2018,RT @TickerReport: Intel $INTC Short Interest Update https://t.co/APZyW9r6LX
Wed Jun 13 06:13:56 +0000 2018,Intel $INTC Short Interest Update https://t.co/RXzakvfnVg #stocks
Wed Jun 13 06:13:19 +0000 2018,Intel $INTC Short Interest Update https://t.co/APZyW9r6LX
Wed Jun 13 05:09:46 +0000 2018,Intel $INTC Expected to Post Quarterly Sales of $16.32 Billion https://t.co/A444LqJ47r
Wed Jun 13 05:08:31 +0000 2018,Intel $INTC Expected to Announce Quarterly Sales of $16.32 Billion https://t.co/ZotWDP40eW #stocks
Wed Jun 13 00:58:32 +0000 2018,RT @MobilePotpurri: Looks like #5G PCs coming in 2019 - https://t.co/mcOPJrHQbD $S $VZW $T $INTC $AMD $QCOM
Wed Jun 13 00:43:21 +0000 2018,Why Is Intel Subsidizing 3D XPoint Memory? $INTC #UnitedStates #InformationTechnology #bottomup #equities https://t.co/uGEUeRzVRc
Wed Jun 13 00:23:38 +0000 2018,$AMD $INTC Intel makes it a three-way race with AMD and Nvidia on graphics chips https://t.co/TckaXFwyI7
Wed Jun 13 23:31:33 +0000 2018,For Microsoft The Future Is Now $MSFT https://t.co/6dNSRFqUfN
Wed Jun 13 23:07:59 +0000 2018,Microsoft\'s Hardware and Chip Ambitions Are Growing $MSFT https://t.co/ySbYE2QVJe https://t.co/OhLi7l7z5r
Wed Jun 13 23:07:47 +0000 2018,Is Microsoft Corporation $MSFT Expensive For A Reason? A Look At The Intrinsic Value https://t.co/1xuo97maLA via @YahooFinance
Wed Jun 13 23:00:20 +0000 2018,"@NerdPyle @SwiftOnSecurity @Microsoft I stopped helping @Microsoft hurt people in 2004, yes. Wish I could have helped you more.\\n\\nAfter writing this book it became clear $MSFT would never prioritize end-user well-being over whatever it was they cared about more than they cared about quality:\\n\\nhttps://t.co/CwmGLSpbgX"
Wed Jun 13 21:14:27 +0000 2018,Microsoft Corporation and Cloud Kings Become Chip Giants\\n\\n$MSFT $GOOGL $NVDA $AAPL $QCOM $INTC $FB $AMZN\\n  https://t.co/oQj3d6EtMX
Wed Jun 13 21:01:30 +0000 2018,"3 Tech Giants Using AI to Increase Ad Revenue @themotleyfool #stocks $GOOGL, $MSFT, $FB, $GOOG https://t.co/LSOqLX7sWG smarter digital ads #ai, #artificialintelligence, #machinelearning"
Wed Jun 13 20:21:44 +0000 2018,$MSFT CLOSES WITHIN PREVIOUS DAY\'S RANGE: https://t.co/AKFPWPT8Ej\\nSentiment: Neutral #MSFT #Microsoft
Wed Jun 13 19:52:26 +0000 2018,Microsoft $MSFT PT Set at $107.00 by Stifel Nicolaus https://t.co/ssuAGFZ0pX #stocks
Wed Jun 13 19:52:22 +0000 2018,Macquarie Analysts Give Microsoft $MSFT a $100.00 Price Target https://t.co/KeFk54HoAa #stocks
Wed Jun 13 19:30:24 +0000 2018,$MSFT: New leaks reveal the future of #Xbox and #Surface https://t.co/hma65JMM20 #Microsoft
Wed Jun 13 19:30:08 +0000 2018,For Microsoft The Future Is Now - $MSFT https://t.co/n8iKMlsSIS
Wed Jun 13 19:25:46 +0000 2018,"Another successful transition from legacy software to continually-updated cloud-based solutions. Microsoft\'s $MSFT stock has been on a tear in recent years, as professional analysts have changed the approach they\'ve used to value the company. I\'m impressed, Satya."
Wed Jun 13 19:22:13 +0000 2018,RT @glennapetersen: Microsoft sinks a data center off the Scottish coast https://t.co/iTeWi4gBdz via @Verge #CloudComputing $MSFT #Innovati\\u2026
Wed Jun 13 19:21:27 +0000 2018,Microsoft sinks a data center off the Scottish coast https://t.co/iTeWi4gBdz via @Verge #CloudComputing $MSFT #Innovation
Wed Jun 13 18:23:21 +0000 2018,RT @nikkibajpai: How #Microsoft Is Using Advanced #Technology In #Healthcare\\n\\nhttps://t.co/xdF4JfBfl6\\n\\n@MSFTnews @erichorvitz @Azure @MSFTR\\u2026
Wed Jun 13 18:12:42 +0000 2018,Microsoft $MSFT PT Set at $114.00 by UBS Group https://t.co/KE8zFsFK2u #stocks
Wed Jun 13 18:03:44 +0000 2018,How #Microsoft Is Using Advanced #Technology In #Healthcare\\n\\nhttps://t.co/xdF4JfBfl6\\n\\n@MSFTnews @erichorvitz @Azure @MSFTResearch #AI #IoT #MachineLearning #Cloud $MSFT #analytics
Wed Jun 13 17:31:21 +0000 2018,#Microsoft will reportedly announce #HoloLens 2 this year  https://t.co/ezXL79sQ85 via @engadget $MSFT
Wed Jun 13 17:21:53 +0000 2018,Leaked Microsoft Document Points to Dual-Screen Mobile Device $MSFT - https://t.co/B78N8CkEbk
Wed Jun 13 16:55:23 +0000 2018,Microsoft planning to unveil HoloLens 2 this year $MSFT - https://t.co/LNC1FdxM8g
Wed Jun 13 16:48:07 +0000 2018,A cheap Surface computer could help Microsoft win back the education market from Google $MSFT $GOOGL - https://t.co/eNVy63NK6Y
Wed Jun 13 16:39:26 +0000 2018,VIDEO: Microsoft Office gets a new look https://t.co/vzQy6CVtxK\\n$MSFT $GOOGL $AAPL #Microsoft #Microsoft365 #MicrosoftOffice #Office365 #Windows #OfficeRibbon #icons #Gmail #GSuite #Google #Apple #Outlook #Mac #OfficeforMac #HoloLens @Microsoft @Office @Apple @Google @Windows
Wed Jun 13 16:20:00 +0000 2018,"In a way it is kind of pathetic that all Google $GOOG ever aspired to was to be a free Microsoft $MSFT\\n\\nAll that hate was really only jealousy. If that idiot Balmer didn\'t chokehold Microsoft for a decade, Google would have never had a chance."
Wed Jun 13 16:17:24 +0000 2018,$MSFT #MICROSOFT #WINDOWS https://t.co/ls1CDsusYU
Wed Jun 13 16:17:24 +0000 2018,$MSFT #MICROSOFT #WINDOWS https://t.co/VfZztW8gXj
Wed Jun 13 16:09:54 +0000 2018,Microsoft Corporation and Cloud Kings Become Chip Giants https://t.co/mHL3iwPR4C $MSFT $GOOGL $INTC $QCOM $NVDA $AAPL $FB $AMZN
Wed Jun 13 16:04:57 +0000 2018,Microsoft $MSFT Reports \'Makeover\' for Office
Wed Jun 13 15:33:48 +0000 2018,"RT @mtnewswires: #Microsoft $MSFT Unveils Office Apps Revamp With Simplified Ribbon, Search Functions https://t.co/SR8byRn0a1 https://t.co/\\u2026"
Wed Jun 13 15:32:39 +0000 2018,"#Microsoft $MSFT Unveils Office Apps Revamp With Simplified Ribbon, Search Functions https://t.co/SR8byRn0a1 https://t.co/6Zrawd7HCr"
Wed Jun 13 15:28:58 +0000 2018,"Microsoft still undervalued, and is all in on the cloud market. https://t.co/h7drW3JUhY $MSFT https://t.co/J9KJ2JBTeg"
Wed Jun 13 15:28:17 +0000 2018,$MSFT Microsoft just redesigned Office to make it simpler \\u2014 here are the biggest changes https://t.co/xfVkYggYP2
Wed Jun 13 14:40:09 +0000 2018,\\
Wed Jun 13 14:23:23 +0000 2018,Microsoft $MSFT Given a $100.00 Price Target at Macquarie https://t.co/EOM6qWWRDm
Wed Jun 13 14:23:07 +0000 2018,Microsoft $MSFT Given a $100.00 Price Target at Macquarie https://t.co/aLITl0P7G9
Wed Jun 13 14:23:01 +0000 2018,Microsoft $MSFT Given a $107.00 Price Target at Stifel Nicolaus https://t.co/T7nl2fWuk1
Wed Jun 13 14:21:52 +0000 2018,Microsoft $MSFT Given a $107.00 Price Target at Stifel Nicolaus https://t.co/PKfCtz12rT
Wed Jun 13 14:21:31 +0000 2018,Microsoft $MSFT Given a $100.00 Price Target at Macquarie https://t.co/LUDPN76kQG
Wed Jun 13 14:19:39 +0000 2018,Microsoft $MSFT Given a $107.00 Price Target at Stifel Nicolaus https://t.co/6Hj2CVUpRT
Wed Jun 13 14:19:29 +0000 2018,RT @arnabch01: #AI #BigData #HPC t revolutionize #Oncology thanks @Microsoft $MSFT #healthcare #wellness #Cancer #PrecisionMedicine https:/\\u2026
Wed Jun 13 13:58:34 +0000 2018,$MSFT #Microsoft just redesigned Office to make it simpler \\u2014 here are the biggest changes https://t.co/8T21FL8rLI $SPY $GLD $SLV $QQQ $DIA $DJIA $IWM $TLT $EEM $ETH $BTC $LTC $XRP #stockmarket #commodities #investing #finance #stocks #gold #silver #bonds #bitcoin
Wed Jun 13 13:38:14 +0000 2018,Microsoft just redesigned Office to make it simpler \\u2014 here are the biggest changes $MSFT - https://t.co/l9MTzLcwLp
Wed Jun 13 13:04:04 +0000 2018,$MSFT Microsoft Office gets a makeover\\n https://t.co/v9iG4VwnlS
Wed Jun 13 10:36:10 +0000 2018,Featured Volatile Stock: Microsoft Corporation (NASDAQ: MSFT) https://t.co/7H8dy8Op3G $MSFT #stocks #stockmarket
Wed Jun 13 10:32:56 +0000 2018,Microsoft Corp $MSFT Shareholder Grantham Mayo Van Otterloo &amp; Co LLC Cut Stake https://t.co/Qd8Xgwgcd5
Wed Jun 13 10:08:59 +0000 2018,Microsoft Co. $MSFT Sees Significant Growth in Short Interest https://t.co/rbqL096dJI
Wed Jun 13 09:43:01 +0000 2018,"$MSFT Microsoft will release its next Xbox in 2020, industry expert claims"
Wed Jun 13 08:31:55 +0000 2018,RT @businessinsider: Microsoft\'s acquisition of GitHub could be announced as soon as Monday $MSFT https://t.co/0X37Gu58XN
Wed Jun 13 07:22:18 +0000 2018,Microsoft Co. $MSFT Sees Significant Growth in Short Interest https://t.co/fRpUzqQupD
Wed Jun 13 07:21:46 +0000 2018,Microsoft Co. $MSFT Sees Significant Growth in Short Interest https://t.co/oXx3TkBVY6 #stocks
Wed Jun 13 05:49:43 +0000 2018,"RT @SportVESTico: \\u201cTop #VC deals: #Microsoft buys #Github, Ant Financial raises $14 billion, and #Airbus backs indoor #drones\\u201d\\n\\n$BABA $MSFT\\u2026"
Wed Jun 13 05:45:20 +0000 2018,RT @arnabch01: #AI #BigData #HPC t revolutionize #Oncology thanks @Microsoft $MSFT #healthcare #wellness #Cancer #PrecisionMedicine https:/\\u2026
Wed Jun 13 05:43:59 +0000 2018,Microsoft $MSFT Stock Rating Reaffirmed by Jefferies Financial Group https://t.co/GrwWlPR42g
Wed Jun 13 02:16:55 +0000 2018,"RT @OptionsHawk: Microsoft $MSFT opening buy 9,800 Jan. 2020 $135 calls $2.55"
Wed Jun 13 01:48:22 +0000 2018,"$MSFT Microsoft \\u201cAndromeda\\u201d this year, new HoloLens in 2019, and the next Xbox in 2020\\n\\nhttps://t.co/4BIhvwq9kI https://t.co/FHUbU9HFPO"
Wed Jun 13 01:05:35 +0000 2018,"RT @pharris667: $MSFT Microsoft Corporation develops, licenses, and supports software products, services, and devices worldwide. Interestin\\u2026"
Wed Jun 13 00:21:17 +0000 2018,"$MSFT Microsoft Corporation develops, licenses, and supports software products, services, and devices worldwide. Interesting trade today in the Options Market Jan 2020 135 C don\'t know if this has anything to do with the Gaming Conference Going on But I have a Small position here https://t.co/E02lZlDAmj"
Wed Jun 13 23:40:18 +0000 2018,"RT @permabear_uk: Alphabet $GOOGL settled -0.3% at $1144.23. S/t bearish with the main market, gap support 1100/1100. More broadly, new his\\u2026"
Wed Jun 13 23:00:09 +0000 2018,"Alphabet $GOOGL settled -0.3% at $1144.23. S/t bearish with the main market, gap support 1100/1100. More broadly, new historic highs are coming, as this remains very profitable. The 1300s by late summer seem realistic. @Saul_Fx https://t.co/mg7mK6rScm"
Wed Jun 13 22:02:20 +0000 2018,Waymo has been testing self-driving cars with 400 riders in Phoenix. Here\'s what they\'ve learned $GOOGL - https://t.co/lrKzOdR1bF
Wed Jun 13 19:45:03 +0000 2018,Alphabet: Valuation Update - $GOOG $GOOGL https://t.co/eJBCntNmPG
Wed Jun 13 17:31:29 +0000 2018,"Seems other have similar thoughts to myself on how the telecom &amp; media industries could morph after the $T + $TWC merger ruling yesterday.\\n\\n$NFLX and $GOOGL will need to become ISPs, fast https://t.co/JKjs4oiTP7 via @TechCrunch"
Wed Jun 13 16:55:35 +0000 2018,"RT @TSTRealMoney: For Alphabet $GOOGL, $1,200 looks like it\'s in the cards - @BruceKamich https://t.co/V3SZtKHTFk https://t.co/J6L5SI64Tv"
Wed Jun 13 16:51:41 +0000 2018,RT @SeekingAlpha: $GOOG #GOOGLE $GOOGL https://t.co/YqApvh84ku
Wed Jun 13 16:10:09 +0000 2018,"For Alphabet $GOOGL, $1,200 looks like it\'s in the cards - @BruceKamich https://t.co/V3SZtKHTFk https://t.co/J6L5SI64Tv"
Wed Jun 13 13:30:00 +0000 2018,$GOOG $GOOGL https://t.co/wJVIoZ7xeE
Wed Jun 13 13:29:11 +0000 2018,RT @SeekingAlpha: $GOOG #GOOGLE $GOOGL https://t.co/YqApvh84ku
Wed Jun 13 13:28:57 +0000 2018,$GOOG #GOOGLE $GOOGL https://t.co/GHRACp2zGU
Wed Jun 13 13:28:57 +0000 2018,$GOOG #GOOGLE $GOOGL https://t.co/YqApvh84ku
Wed Jun 13 11:24:29 +0000 2018,"Apple, Wells Fargo join crypto ban list https://t.co/PiOC3jmKdJ\\n#Apple #WellsFargo #cryptocurrency #cryptotrading #bitcoin #ETHEREUM #CryptoMining #Alphabet $AAPL $WFC $GOOGL $BAC $C $JPM #mining #creditcard #bitcoins @Apple @alphabetincUS @WellsFargo @BankofAmerica @jpmorgan"
Wed Jun 13 06:20:39 +0000 2018,$BIDU $FB $MSFT $NFLX $GOOG $GOOGL https://t.co/X0x5tlHiRw https://t.co/kdsmnaBGRz
Wed Jun 13 03:42:01 +0000 2018,"Netflix and Alphabet will need to become ISPs, fast $NFLX $GOOGL - https://t.co/IPspn8QBLo"
Wed Jun 13 23:59:06 +0000 2018,Reuters: Apple to undercut law enforcement tool for cracking iPhones $AAPL https://t.co/c87Vp6OgpS
Wed Jun 13 23:58:00 +0000 2018,RT @OphirGottlieb: $AAPL How to Trade Apple After Earnings\\nhttps://t.co/pvq6yaVgLt via @cmlviz
Wed Jun 13 23:55:48 +0000 2018,$AAPL How to Trade Apple After Earnings\\nhttps://t.co/pvq6yaVgLt via @cmlviz
Wed Jun 13 23:54:10 +0000 2018,Reuters: Apple to undercut law enforcement tool for cracking iPhones https://t.co/WkVLC7DBkP $AAPL
Wed Jun 13 23:50:06 +0000 2018,$AAPL - Apple Tests Feature That Could Hamper Investigators\' Access to iPhones https://t.co/BF8pxIjtp5
Wed Jun 13 23:50:04 +0000 2018,$AAPL - Apple Tests Feature That Could Hamper Investigators\' Access to iPhones https://t.co/2pAdhcpWhN
Wed Jun 13 23:47:00 +0000 2018,$AAPL Apple Tests Feature That Could Hamper Access to iPhones https://t.co/c76d47cS0E\\n#ios12 #ios https://t.co/OAjT4PnbVx
Wed Jun 13 23:39:06 +0000 2018,Apple acknowledges new efforts to thwart passcode brute forcing https://t.co/CPLRurGwEI $AAPL https://t.co/CuhetybiMe
Wed Jun 13 23:33:26 +0000 2018,Apple: Can Shares Double Again In 2 Years? $AAPL https://t.co/pWnELR1PFB
Wed Jun 13 23:22:04 +0000 2018,Apple Confirms Plans to Disable Law Enforcement Access to iPhone via Tools Like GrayKey Box https://t.co/9fobxwvaBr $AAPL https://t.co/NMBcvP9Tdd
Wed Jun 13 23:17:08 +0000 2018,##WeedYourGardenDay #FathersWeek #ChildrensMonth for the follow #CLOUDUNLOCK Check Out #Apple #iCloud #iPhone $AAPL for #unlock #code https://t.co/sFE120Bm7R
Wed Jun 13 23:10:59 +0000 2018,$AAPL All Apple employees now get standing desks \\u2014 and Tim Cook has said that \'sitting is the new cancer\'
Wed Jun 13 23:04:09 +0000 2018,Breaking Bad\'s Aaron Paul Joins Cast of Upcoming \'Are You Sleeping\' Apple TV Series https://t.co/bEK9ZFjt59 $AAPL https://t.co/f61wMk5aJe
Wed Jun 13 23:02:34 +0000 2018,Apple\'s Ban Of Cryptocurrency Mining On Devices $AAPL https://t.co/KXhOAsXX62
Wed Jun 13 22:59:41 +0000 2018,Kind of odd: $AAPL https://t.co/PkPUAe6NrJ
Wed Jun 13 22:41:16 +0000 2018,Reuters: Apple to undercut law enforcement tool for cracking iPhones $AAPL https://t.co/UCqOSg9E96
