Tue Jun 19 23:29:04 +0000 2018,"Insider Selling: Walmart Inc $WMT Director Sells 760,377 Shares of Stock https://t.co/SeOnoxJgzQ"
Tue Jun 19 16:10:18 +0000 2018,"RT @OptionsHawk: Amazon $AMZN recovering off morning lows with 1,650 June 29th (W) $1710 calls bought to open $25.50 to $26, over $4M in ca\\u2026"
Tue Jun 19 16:01:12 +0000 2018,RT @Watching_Stocks: \\u26a1\\ufe0f $HMNY &amp; $AMZN PARTNERSHIP CONFIRMED!\\n\\n$HMNY #HMNYandWAZEE #Stocks #Stock #StockMarket #StocksToWatch #Oversold #Und\\u2026
Tue Jun 19 16:00:22 +0000 2018,"RT @OptionsHawk: Amazon $AMZN recovering off morning lows with 1,650 June 29th (W) $1710 calls bought to open $25.50 to $26, over $4M in ca\\u2026"
Tue Jun 19 15:54:55 +0000 2018,Amazon launching Alexa for Hospitality in Marriott hotels https://t.co/id2wdCxILI $AMZN
Tue Jun 19 15:54:11 +0000 2018,"$AMZN #Amazon wants a hand in all your deliveries, unveils last-step option for #FedEx, #UPS and private mail https://t.co/mYW1JOQq4L $FDX $SPY $GLD $SLV $QQQ $DIA $DJIA $IWM $TLT $EEM $ETH $BTC $LTC $XRP #stockmarket #commodities #investing #finance #stocks #gold #silver #bonds"
Tue Jun 19 15:51:16 +0000 2018,"Amazon $AMZN recovering off morning lows with 1,650 June 29th (W) $1710 calls bought to open $25.50 to $26, over $4M in calls seeing opening action"
Tue Jun 19 15:30:37 +0000 2018,Amazon launches Alexa for Hospitality to bring voice-enabled services to hotel guests https://t.co/WjfR23P1Cj $AMZN
Tue Jun 19 15:15:38 +0000 2018,"https://t.co/kWlsQ4mvLN $AMZN shares fall 0.69% to $1,711.83"
Tue Jun 19 15:15:34 +0000 2018,#JeffBezos #Amazon CEO &amp; richest person in the world worked as a #McDonalds short order cook in high school\\n\\nWant more #StockMarket #trivia ? https://t.co/1XBf3mz5El \\n\\n#stockmarkettrivia #investmenttrivia $AMZN $MCD @JeffBezos https://t.co/6JsSkXYuqr
Tue Jun 19 15:04:51 +0000 2018,RT @tgarcianyc: Amazon\'s Alexa for Hospitality coming to select Marriott International locations https://t.co/WCHtl1BnJu $amzn $mar
Tue Jun 19 15:02:53 +0000 2018,"Amazon Hub lockers now available to 500,000 US residents $AMZN - https://t.co/QcdAe0RXkz"
Tue Jun 19 15:02:36 +0000 2018,"Will https://t.co/LUFOshK41f, Inc. $AMZN Run Out of Steam Soon? - https://t.co/lXveNpnA2G"
Tue Jun 19 15:01:11 +0000 2018,RT @theflynews: Amazon announces U.S. availability of Hub delivery solution $AMZN https://t.co/AXAAeE284A
Tue Jun 19 15:01:05 +0000 2018,"RT @theflynews: Amazon to open fourth Michigan fulfillment center, creating over 1,000 FT jobs $AMZN https://t.co/2o83aOtDBS"
Tue Jun 19 14:58:43 +0000 2018,"What Next for https://t.co/ouco6nWcoo, Inc. $AMZN Stock After Achieving 52-Week High? https://t.co/vJQNeZh910"
Tue Jun 19 14:58:05 +0000 2018,"Time to Reconsider https://t.co/cBhm654IOm, Inc. $AMZN After Touching 52-Week High? https://t.co/3cn4B0hQdw"
Tue Jun 19 14:55:54 +0000 2018,"https://t.co/TUp8bCiJEY, Inc. $AMZN Can\'t Be More Hot. Just Reaches 52-Week High https://t.co/lfc7qWAUBv"
Tue Jun 19 14:46:47 +0000 2018,"RT @LaurenYoung: A8. Never rule out the power of @Amazon. #WWR18 \\n\\nFor the best coverage of $AMZN, follow @JLDastin https://t.co/WLeoft8yIn"
Tue Jun 19 14:45:08 +0000 2018,"RT @LaurenYoung: A8. Never rule out the power of @Amazon. #WWR18 \\n\\nFor the best coverage of $AMZN, follow @JLDastin https://t.co/WLeoft8yIn"
Tue Jun 19 14:44:23 +0000 2018,"A8. Never rule out the power of @Amazon. #WWR18 \\n\\nFor the best coverage of $AMZN, follow @JLDastin https://t.co/WLeoft8yIn"
Tue Jun 19 14:26:48 +0000 2018,RT @carlquintanilla: Amazon announces \\
Tue Jun 19 14:20:10 +0000 2018,leaders can learn at least 3 things from Bezos\'s letter to shareholders: https://t.co/zdAFEHCTOF $AMZN @JeffBezos #culture #Amazon https://t.co/rfCuLu9bY9
Tue Jun 19 14:18:07 +0000 2018,"RT @theflynews: Amazon to open fourth Michigan fulfillment center, creating over 1,000 FT jobs $AMZN https://t.co/2o83aOtDBS"
Tue Jun 19 14:17:08 +0000 2018,Amazon\'s Alexa for Hospitality coming to select Marriott International locations https://t.co/WCHtl1BnJu $amzn $mar
Tue Jun 19 14:15:22 +0000 2018,Amazon launching Alexa for Hospitality in Marriott hotels https://t.co/yVRrtzOitL $AMZN
Tue Jun 19 14:00:58 +0000 2018,RT @carlquintanilla: Amazon announces \\
Tue Jun 19 13:38:54 +0000 2018,RT @carlquintanilla: Amazon announces \\
Tue Jun 19 13:35:08 +0000 2018,RT @carlquintanilla: Amazon announces \\
Tue Jun 19 13:33:08 +0000 2018,RT @tgarcianyc: Amazon launches Hub for apartment delivery nationwide https://t.co/tTnpO5vEtr $amzn
Tue Jun 19 13:32:18 +0000 2018,RT @MarketCurrents: Amazon launching Alexa for Hospitality in Marriott hotels https://t.co/qRyvFHvHwr #premarket $AMZN
Tue Jun 19 13:31:18 +0000 2018,"RT @theflynews: Amazon to open fourth Michigan fulfillment center, creating over 1,000 FT jobs $AMZN https://t.co/2o83aOtDBS"
Tue Jun 19 13:30:34 +0000 2018,"RT @theflynews: Amazon to open fourth Michigan fulfillment center, creating over 1,000 FT jobs $AMZN https://t.co/2o83aOtDBS"
Tue Jun 19 13:30:33 +0000 2018,RT @theflynews: Amazon announces U.S. availability of Hub delivery solution $AMZN https://t.co/AXAAeE284A
Tue Jun 19 13:30:33 +0000 2018,"Amazon to open fourth Michigan fulfillment center, creating over 1,000 FT jobs $AMZN https://t.co/2o83aOtDBS"
Tue Jun 19 13:30:32 +0000 2018,Amazon announces U.S. availability of Hub delivery solution $AMZN https://t.co/AXAAeE284A
Tue Jun 19 13:28:01 +0000 2018,https://t.co/JMVplIZUUg $AMZN Expected to Post Earnings of $2.50 Per Share https://t.co/QX9oPCH3fk
Tue Jun 19 13:27:30 +0000 2018,$AMZN announces a better way to receive packages https://t.co/jSioskm720
Tue Jun 19 13:24:13 +0000 2018,Amazon announces \\
Tue Jun 19 13:21:09 +0000 2018,Amazon launching Alexa for Hospitality in Marriott hotels https://t.co/RDOlz9nJtK #premarket $AMZN
Tue Jun 19 13:21:09 +0000 2018,Amazon launching Alexa for Hospitality in Marriott hotels https://t.co/qRyvFHvHwr #premarket $AMZN
Tue Jun 19 13:21:07 +0000 2018,Amazon launches Hub for apartment delivery nationwide https://t.co/tTnpO5vEtr $amzn
Tue Jun 19 13:12:20 +0000 2018,"As https://t.co/Zvh4WDjppr  $AMZN Market Value Rose, Holder American National Registered Investment Advisor Has Increased Its Holding; Price Michael F Boosted Gamco Investors  $GBL Stake - https://t.co/Y1AwxP4ycd"
Tue Jun 19 13:07:24 +0000 2018,$AMZN Amazon Announces the Best Books of 2018 (So Far)\\nFrom our Stock News Alerts App
Tue Jun 19 13:07:11 +0000 2018,"$AMZN Amazon Announces Plans to Expand in Michigan; New Robotics Site Will Create More Than 1,000 Full-Time J\\nFrom our Stock News Alerts App"
Tue Jun 19 13:02:35 +0000 2018,$AMZN AMAZON REPORTS PLANS TO EXPAND IN MICHIGAN
Tue Jun 19 13:02:26 +0000 2018,$AMZN - Amazon Announces the Best Books of 2018 (So Far) https://t.co/KrnFoLs38d
Tue Jun 19 13:02:25 +0000 2018,$AMZN - Amazon Announces the Best Books of 2018 (So Far) https://t.co/gs5dORZuaX
Tue Jun 19 13:01:04 +0000 2018,"$AMZN - Amazon Announces Plans to Expand in Michigan; New Robotics Site Will Create More Than 1,000 Full-Time https://t.co/FmpV3EMGZG"
Tue Jun 19 13:01:03 +0000 2018,"$AMZN - Amazon Announces Plans to Expand in Michigan; New Robotics Site Will Create More Than 1,000 Full-Time https://t.co/ZcofaeaRc2"
Tue Jun 19 13:00:16 +0000 2018,$AMZN 4.3m ago: Introducing Hub by Amazon\\u2014Amazon\\u2019s Latest Offering to Make Apartment Deliveries Easier https://t.co/j6neAz68yC
Tue Jun 19 13:00:11 +0000 2018,$AMZN Introducing Hub by Amazon--Amazon\'s Latest Offering to Make Apartment Deliveries Easier\\nFrom our Stock News Alerts App
Tue Jun 19 12:57:16 +0000 2018,$AMZN - Introducing Hub by Amazon\\u2014Amazon\\u2019s Latest Offering to Make Apartment Deliveries Easier https://t.co/kzf1V0NxaU
Tue Jun 19 12:57:16 +0000 2018,$AMZN - Introducing Hub by Amazon\\u2014Amazon\\u2019s Latest Offering to Make Apartment Deliveries Easier https://t.co/z53T2dZDdl
Tue Jun 19 12:48:22 +0000 2018,Amazon launches its assault on sport coverage with tennis at Queen\\u2019s this week #QueensTennis #ATP #AmazonPrime $AMZN https://t.co/DDHzjRKm8s
Tue Jun 19 12:41:03 +0000 2018,RT @debweinswig: Apparel accounts for three-quarters of Amazon\'s private-label products\\u2014yet only one of its four biggest private labels is\\u2026
Tue Jun 19 12:40:12 +0000 2018,$2.50 Earnings Per Share Expected for https://t.co/i7tCYFqGC6 $AMZN This Quarter https://t.co/2BZy5nwVwd
Tue Jun 19 12:34:09 +0000 2018,Etsy Is a Reminder That Amazon Doesn\'t Crush Everyone It Targets $ETSY $AMZN https://t.co/Erd3vQcvxa https://t.co/v1GHhflqmJ
Tue Jun 19 12:33:20 +0000 2018,"Oracle Slides As JPMorgan Cuts Rating On Business Lost To Amazon, Microsoft $AMZN $MSFT $JPM $IBM $ORCL https://t.co/vp4Z50MdZR https://t.co/wvhPGv7GzT"
Tue Jun 19 12:20:22 +0000 2018,Liar\'s Poker by Michael Lewis is a great read for anyone wondering about regulated markets. \\ud83d\\ude18 $crypto\\nreferral link because $AMZN\\nhttps://t.co/3SByILyoD1
Tue Jun 19 12:17:40 +0000 2018,"How will advertisers use Alexa\\u2019s voice to expand their reach? #voiceassistant #amazon $AMZN #alexa #tech , \\u2066@WSJ\\u2069  https://t.co/VJ49KjsZ3Y"
Tue Jun 19 12:17:28 +0000 2018,Amazon\'s Alexa will now be your butler at Marriott hotels $AMZN https://t.co/SOCfiSHSLW https://t.co/OMjbbRxYgL
Tue Jun 19 12:15:33 +0000 2018,"As Amazon Com $AMZN Stock Value Rose, Holder Avenir Has Lowered Stake by $2.96 Million; As International Business Machs $IBM Market Valuation Declined, Advisory Services Network Lifted Its Holding by $983,637 - https://t.co/wSmQvWAY2u"
Tue Jun 19 12:08:20 +0000 2018,@skylanetk bullish for Amazon \\n$AMZN
Tue Jun 19 12:03:19 +0000 2018,$AMZN Amazon just shot up exponentially! https://t.co/Eb0WNoa35f
Tue Jun 19 11:52:24 +0000 2018,Amazon\'s Alexa will now be your butler at Marriott hotels $AMZN - https://t.co/BTOeB5JKkS
Tue Jun 19 11:38:37 +0000 2018,Windward Capital Management Company Stake in https://t.co/Zvh4WDjppr INC $AMZN Cut by $14.09 Million as Shares Rose - https://t.co/2fgnEEsWtD
Tue Jun 19 11:37:48 +0000 2018,https://t.co/cJrz8gQlF7 INC $AMZN Shareholder Windward Capital Management Company Lowered Its Holding by $14.09 Million https://t.co/JFSn4UBN7n
Tue Jun 19 11:37:04 +0000 2018,RT @GuideInvestor: BREAKING NEWS: How that Amazon Whole Foods acquisition actually happened. $AMZN $WFM cc @TheStreet https://t.co/1F7iufVm\\u2026
Tue Jun 19 11:36:49 +0000 2018,https://t.co/RUtRPLlNPg INC $AMZN Shareholder Windward Capital Management Company Decreased Stake https://t.co/z3NBZSVO9e
Tue Jun 19 11:36:32 +0000 2018,Windward Capital Management Company Decreased https://t.co/l1pIzK9nDT INC $AMZN Position by $14.09 Million https://t.co/plGJBt8Jrz
Tue Jun 19 11:35:10 +0000 2018,https://t.co/PUp5zbKVWV INC $AMZN Holder Windward Capital Management Company Has Decreased Holding https://t.co/zG6RAM43sh
Tue Jun 19 11:30:15 +0000 2018,$AMZN Amazon\'s Alexa will now butler at $MAR Marriott hotels  https://t.co/k8C092n6XH
Tue Jun 19 11:28:17 +0000 2018,$AMZN $MAR Amazon\'s Alexa will now butler at Marriott hotels https://t.co/zw5fCF1KVW
Tue Jun 19 11:27:49 +0000 2018,RT @TJReazor: $AMZN enters the hospitality arena... https://t.co/HsSHF6w0Cg #Amazon
Tue Jun 19 11:26:02 +0000 2018,$AMZN enters the hospitality arena... https://t.co/HsSHF6w0Cg #Amazon
Tue Jun 19 11:18:36 +0000 2018,$AMZN $CEO The Only Reason Jeff Bezos Would Let Amazon Split Its Stock https://t.co/9dVok6iLbG
Tue Jun 19 11:18:34 +0000 2018,$AMZN Amazon\'s Alexa will now be your butler at Marriott hotels https://t.co/rM5l3TyMgr
Tue Jun 19 11:09:44 +0000 2018,Amazon surge puts Bezos worth at $141B https://t.co/bqQfynKXQY $AMZN
Tue Jun 19 11:08:56 +0000 2018,"Amazon introduces Alexa for Hospitality, which will be available in select hotels starting this summer $amzn https://t.co/ZKo3yDI9Mq"
Tue Jun 19 11:05:16 +0000 2018,$AMZN Amazon green by 10:00 AM ET (Like Monday!) -Maybe!
Tue Jun 19 11:05:00 +0000 2018,#Amazon\'s private-label products\\u2014  An exclusive deep dive from @FungRetailTech @debweinswig  https://t.co/3cEw5rd4aL  $AMZN #privatelabel #apparel https://t.co/Uphe9BeFfv
Tue Jun 19 10:51:09 +0000 2018,RT @debweinswig: Apparel accounts for three-quarters of Amazon\'s private-label products\\u2014yet only one of its four biggest private labels is\\u2026
Tue Jun 19 10:49:04 +0000 2018,Qcm Cayman LTD Boosted Tesla $TSLA Holding; Vgi Partners Pty LTD Lowered Amazon Com $AMZN Position by $3.90 Million; Stock Rose - https://t.co/Nq8pyl5bao
Tue Jun 19 10:42:21 +0000 2018,"Amazon launches an Alexa system for hotels, with Marriott as its primary launch partner on the rollout. $AMZN https://t.co/aMkHYDlvtd"
Tue Jun 19 10:32:45 +0000 2018,"Alexa, send up breakfast: Amazon launches Echo for hotels $AMZN #AMZN #Technology #Travel #Hoteloperators https://t.co/2uW4a4w0LL"
Tue Jun 19 10:32:42 +0000 2018,"Alexa, send up breakfast: Amazon launches Echo for hotels $AMZN #AMZN #Technology #Travel #Hoteloperators https://t.co/OMfKqUOGHO"
Tue Jun 19 10:23:17 +0000 2018,Amazon surge puts Bezos worth at $141B https://t.co/dgiG5xHhBg $AMZN
Tue Jun 19 10:18:03 +0000 2018,FY2019 EPS Estimates for https://t.co/JMVplIZUUg Increased by Analyst $AMZN https://t.co/nCVAkwRiQS
Tue Jun 19 10:04:27 +0000 2018,"$AMZN Amazon Helps Hotels Offer New, Engaging Guest Experiences with Alexa for Hospitality\\nFrom our Stock News Alerts App"
Tue Jun 19 10:04:01 +0000 2018,"$AMZN 3.0m ago: Amazon Helps Hotels Offer New, Engaging Guest Experiences with Alexa for Hospitality https://t.co/576vNx7ubM"
Tue Jun 19 10:01:06 +0000 2018,"$AMZN - Amazon Helps Hotels Offer New, Engaging Guest Experiences with Alexa for Hospitality https://t.co/du12Odry1a"
Tue Jun 19 10:01:06 +0000 2018,"$AMZN - Amazon Helps Hotels Offer New, Engaging Guest Experiences with Alexa for Hospitality https://t.co/kvdmALWDas"
Tue Jun 19 09:49:57 +0000 2018,I was an early Amazon customer. \\nWhen they only sold books online.\\nfirst purchase was \\u201cTeach Yourself HTML 1.2 in 21 days\\u201d\\n\\nTaught myself web design.\\nremember thinking... \\u201cthis Amazon site is pretty simple... what could I sell online?\\u201d\\n\\n$AMZN
Tue Jun 19 09:21:25 +0000 2018,National Pension Service Increases Holding in Whirlpool $WHR; Financial Partners Capital Management Has Decreased Its https://t.co/Zvh4WDjppr  $AMZN Holding by $2.13 Million - https://t.co/ugYaoefAxM
Tue Jun 19 09:01:09 +0000 2018,RT @RagnarFo: $AMZN In the bio on my #blog I Call Amazon a favorite since the 90\'s No Wonder #TopPerformer https://t.co/WhOI60e2z2
Tue Jun 19 06:35:14 +0000 2018,https://t.co/epOEpsxn8T $AMZN Lifted to \\u201cStrong-Buy\\u201d at BidaskClub https://t.co/FBiCkqlH3t
Tue Jun 19 06:18:16 +0000 2018,$AMZN $CEO The Only Reason Jeff Bezos Would Let Amazon Split Its Stock https://t.co/agoWehDFmN
Tue Jun 19 05:56:37 +0000 2018,FY2019 EPS Estimates for https://t.co/EKkz7m8ERj Increased by Analyst $AMZN https://t.co/Lwu1vfLRMg
Tue Jun 19 05:55:00 +0000 2018,#Amazon\'s private-label products\\u2014  An exclusive deep dive from @FungRetailTech @debweinswig  https://t.co/3cEw5ruF2j  $AMZN #privatelabel #apparel https://t.co/I8dPwIZnsq
Tue Jun 19 05:06:56 +0000 2018,"$AMZN - https://t.co/VvoDD2ejmV, Inc. Ad Business Creeping Up on the Internet Ad Giants https://t.co/qBkjIZvKOj"
Tue Jun 19 05:00:36 +0000 2018,"RT @parkerwilder11: Which will be the first TRILLION dollar company? Google, Amazon, Apple or Microsoft? $goog $googl $amzn $aapl $msft #go\\u2026"
Tue Jun 19 04:37:48 +0000 2018,"Which will be the first TRILLION dollar company? Google, Amazon, Apple or Microsoft? $goog $googl $amzn $aapl $msft #google #amazon #apple #microsoft #spy $spy $nyse #nyse #dow #sp500 #stockstowatch #stocks #stockmarket $qqq #bezos #DJIA $DJIA"
Tue Jun 19 03:35:06 +0000 2018,RT @debweinswig: Apparel accounts for three-quarters of Amazon\'s private-label products\\u2014yet only one of its four biggest private labels is\\u2026
Tue Jun 19 03:26:01 +0000 2018,Why Amazon struggles in Europe https://t.co/NJPWFpj0rS $AMZN #retail #ecommerce https://t.co/BTFiYp2spC
Tue Jun 19 02:58:57 +0000 2018,RT @Coin_Report: $AMZN $LTC Why Amazon Might Choose to Adopt Litecoin (LTC) https://t.co/7p8veVpllE
Tue Jun 19 02:04:42 +0000 2018,RT @ToneVays: If I was @JeffBezos (CEO of @amazon) I would announce that $AMZN stock is being converted to a Utility Token where people can\\u2026
Tue Jun 19 01:29:03 +0000 2018,#Amazon Prime just launched for $4.99 a month $AMZN https://t.co/SQJqCYbStz
Tue Jun 19 01:17:57 +0000 2018,RT @debweinswig: Apparel accounts for three-quarters of Amazon\'s private-label products\\u2014yet only one of its four biggest private labels is\\u2026
Tue Jun 19 01:15:04 +0000 2018,Apparel accounts for three-quarters of Amazon\'s private-label products\\u2014yet only one of its four biggest private labels is an apparel brand. Find out why in our new report https://t.co/pq7TkDvUw1 $AMZN #privatelabel #apparel https://t.co/vAaC0GlrVL
Tue Jun 19 01:07:58 +0000 2018,Traders Sell Shares of https://t.co/PODNu3vlOt $AMZN on Strength $AMZN https://t.co/XOty5ymARn
Tue Jun 19 01:07:23 +0000 2018,Traders Sell Shares of https://t.co/epOEpsxn8T $AMZN on Strength $AMZN https://t.co/8k4rjToDuj
Tue Jun 19 00:50:08 +0000 2018,Spoiler Alert:\\n\\nOnce #Amazon bankrupts #TraderJoes \\nPrices at #wholefoods are going up 30%\\n\\n#truth #bezos $amzn https://t.co/yBb2HdXQJh
Tue Jun 19 00:48:16 +0000 2018,"RT @debweinswig: Amazon offers 6,825 private-label products, and apparel accounts for 4,904\\u2014or almost three-quarters\\u2014of those. Find out mor\\u2026"
Tue Jun 19 00:30:58 +0000 2018,Amazon\\u2019s New Secret To Accelerating Earnings Growth $AMZN https://t.co/BZdYJ0Lae3
Tue Jun 19 23:00:37 +0000 2018,Qualcomm Stock May Fall 15% Amid Slashed Estimates\\n\\n$QCOM $NXPI\\n\\nhttps://t.co/TBSYtdrWAj
Tue Jun 19 20:03:15 +0000 2018,RT @mchaudhry82: $QCOM Qualcomm call volume above normal and directionally bullish https://t.co/RuROekwicv
Tue Jun 19 19:49:31 +0000 2018,$QCOM Qualcomm call volume above normal and directionally bullish https://t.co/RuROekwicv
Tue Jun 19 18:22:39 +0000 2018,"Generac Hldgs $GNRC Holder Legal &amp; General Group Plc Has Decreased Position by $874,755; Qualcomm                Com $QCOM Holder Peoples Financial Services Has Lifted Its Stake by $313,500 - https://t.co/6gWf8evmq7"
Tue Jun 19 17:39:28 +0000 2018,NTT Docomo $DCM and QUALCOMM $QCOM Head to Head Analysis https://t.co/GFLZuvuDvQ
Tue Jun 19 17:38:52 +0000 2018,NTT Docomo $DCM vs. QUALCOMM $QCOM Critical Survey https://t.co/kgtT0FLKwn
Tue Jun 19 15:17:42 +0000 2018,NTT Docomo $DCM vs. QUALCOMM $QCOM Critical Survey https://t.co/FrRqNj5dqS
Tue Jun 19 02:03:29 +0000 2018,RT @Kaskela_Law: $QCOM SHAREHOLDER ALERT: Kaskela Law LLC Announces Investigation of QUALCOMM Incorporated https://t.co/Ll8mdovJsk via @Yah\\u2026
Tue Jun 19 00:28:12 +0000 2018,EPS for QUALCOMM Incorporated $QCOM Expected At $0.58 - https://t.co/LxbwyivUmk
Tue Jun 19 00:26:30 +0000 2018,$0.58 EPS Expected for QUALCOMM Incorporated $QCOM https://t.co/QYgME046ku
Tue Jun 19 00:25:52 +0000 2018,EPS for QUALCOMM Incorporated $QCOM Expected At $0.58 https://t.co/FbkeRomcYa
Tue Jun 19 00:25:02 +0000 2018,Analysts See $0.58 EPS for QUALCOMM Incorporated $QCOM https://t.co/9abkLLsTGY
Tue Jun 19 22:54:02 +0000 2018,"Warren Buffett Stocks: See Who Joins Nvidia, Adobe On This Screen\\n\\n$NVDA $STMP $FIVE $ADBE $ALRM $ALGN $FND\\n\\n https://t.co/dmQiUEsW78"
Tue Jun 19 22:01:16 +0000 2018,"Warren Buffett Stocks: See Who Joins Nvidia, Adobe On This Screen https://t.co/FC8Plnk5tv $NVDA $ADBE $ALGN $STMP $FIVE $ALRM $FND @investors https://t.co/Yt9IoPqu2J"
Tue Jun 19 21:18:03 +0000 2018,RT @OphirGottlieb: NVIDIA Launching Next Generation GPUs In Q3\\u201918 \\u2013 Power Logic Reveals In An Interview\\n\\nhttps://t.co/wHpVyqstzR\\n\\n$NVDA
Tue Jun 19 21:16:52 +0000 2018,RT @OphirGottlieb: NVIDIA Launching Next Generation GPUs In Q3\\u201918 \\u2013 Power Logic Reveals In An Interview\\n\\nhttps://t.co/wHpVyqstzR\\n\\n$NVDA
Tue Jun 19 21:15:09 +0000 2018,"Timothy @RetroWallSt Collins on how to trade three of the hottest stocks around: Dropbox $DBX, Nvidia $NVDA and Square $SQ https://t.co/3zbPd9Jq65 https://t.co/EKtxH4V0uE"
Tue Jun 19 21:14:31 +0000 2018,NVIDIA Launching Next Generation GPUs In Q3\\u201918 \\u2013 Power Logic Reveals In An Interview\\n\\nhttps://t.co/wHpVyqstzR\\n\\n$NVDA
Tue Jun 19 20:19:30 +0000 2018,$NVDA SNAPS TO LOWEST CLOSE SINCE JUNE 1ST: https://t.co/OxUB565HN6\\nSentiment: Neutral #NVDA #NVIDIA
Tue Jun 19 20:09:29 +0000 2018,Nvidia Appears To Have A GPU Inventory Problem $NVDA https://t.co/5siNcqQTpa
Tue Jun 19 19:19:46 +0000 2018,Nvidia Appears To Have A GPU Inventory Problem $NVDA $AMD https://t.co/tuLezTHQa5
Tue Jun 19 18:52:07 +0000 2018,"How it\'s made, DGX Station edition! Cool video from our friends @NVIDIA https://t.co/IXCmgzLH3l #ArtificialIntelligence #AI #DeepLearning #GPUs $NVDA https://t.co/zYobEqQw7G"
Tue Jun 19 18:28:26 +0000 2018,$NVDA Research at NVIDIA: Transforming Standard Video Into Slow Motion with AI (video) https://t.co/A3mA9RcJ3t
Tue Jun 19 17:05:56 +0000 2018,"RT @KineticaHQ: How it\'s made, DGX Station edition! Cool video from our friends @NVIDIA https://t.co/AquXatfPu2 #ArtificialIntelligence #AI\\u2026"
Tue Jun 19 17:00:22 +0000 2018,"How it\'s made, DGX Station edition! Cool video from our friends @NVIDIA https://t.co/AquXatfPu2 #ArtificialIntelligence #AI #DeepLearning #GPUs $NVDA https://t.co/SHNiPkPeY4"
Tue Jun 19 16:08:24 +0000 2018,"RT @rimisback: Nvidia deep learning  AI platform, Tensorflow running on QNX. $BB $NVDA $TSLA $AAPL $INTC $MBLY $GOOGL $AMD $MSFT\\n\\nhttps://t\\u2026"
Tue Jun 19 16:08:13 +0000 2018,"RT @rimisback: John Chen confirms that Qualcomm, Nvidia, NXP, INTEL, Texas Instruments, Aptiv (Delphi), DENSO, Visteon, Apollo (Baidu), For\\u2026"
Tue Jun 19 13:55:39 +0000 2018,$AMD dumping on this $NVDA news? https://t.co/NPkmzOADzz
Tue Jun 19 13:54:58 +0000 2018,"RT @CHItraders: Mass facial recognition boom led by the Chinese government will mean big money for $NVDA, UBS says https://t.co/oNyj4khTaN"
Tue Jun 19 13:23:58 +0000 2018,"Mass facial recognition boom led by the Chinese government will mean big money for $NVDA, UBS says https://t.co/oNyj4khTaN"
Tue Jun 19 12:52:21 +0000 2018,Analysts take a look at NVIDIA Corporation $NVDA having this to say. - https://t.co/PrGQsxWHxo
Tue Jun 19 12:49:39 +0000 2018,Here\'s how analysts see NVIDIA Corporation $NVDA after this past week. https://t.co/1j2yC7LO11
Tue Jun 19 12:49:11 +0000 2018,NVIDIA Corporation $NVDA has analysts on the Bullish side this week. https://t.co/wscVBGK7r3
Tue Jun 19 12:48:00 +0000 2018,Were Analysts Bullish NVIDIA Corporation $NVDA This Week? https://t.co/MqbsFvAN21
Tue Jun 19 12:27:51 +0000 2018,Nvidia: The Rally Might Just Be Getting Started $NVDA https://t.co/rR2trpM2Im
Tue Jun 19 11:19:32 +0000 2018,$NVDA for your phone... https://t.co/NWh4clNCao
Tue Jun 19 10:07:39 +0000 2018,RT @OphirGottlieb: Nvidia Is Using AI to Perfectly Fake Slo-Mo Videos https://t.co/BbHX3GDmE8 via @gizmodo\\n- \\nThe video near the middle of\\u2026
Tue Jun 19 09:39:53 +0000 2018,RT @OphirGottlieb: https://t.co/DH1RCQgjXP\\nNVIDIA to Rise on AI for Monitoring Citizens: UBS\\n-\\n$NVDA
Tue Jun 19 05:24:24 +0000 2018,Traders Buy Shares of NVIDIA $NVDA on Weakness After Insider Selling https://t.co/AaMCV6NYyG
Tue Jun 19 05:23:11 +0000 2018,Traders Buy NVIDIA $NVDA on Weakness on Insider Selling https://t.co/z3HPhp3cEU
Tue Jun 19 04:33:52 +0000 2018,$NVDA - Analyst: China\\u2019s Facial Recognition Boom Will Be Bullish for NVIDIA Corporation https://t.co/trZ3i7AlvE
Tue Jun 19 02:36:39 +0000 2018,"RT @Lin_ling_88: $NVDA\\nUBS raises its PT to $285 from $266 for Nvidia shares, citing the company\'s leadership in the #AI market\\nThe firm pr\\u2026"
Tue Jun 19 00:50:27 +0000 2018,@Lin_ling_88 $NVDA The facial recognition GPU application has been known for quite some time.  Nvidia innovates so fast and so much...eventually analysts catch up and get it \\ud83e\\udd13
Tue Jun 19 00:19:21 +0000 2018,"RT @SeanaNSmith: Stocks on watch: UBS bullish on Nvidia, Disney drops on downgrade, Intel leads Dow into the red $NVDA $INTC $DIS https://t\\u2026"
Tue Jun 19 23:27:06 +0000 2018,Analyzing Intel $INTC and Tower Semiconductor $TSEM https://t.co/Xkke7fH4XL
Tue Jun 19 23:24:59 +0000 2018,Intel $INTC and Tower Semiconductor $TSEM Head-To-Head Analysis https://t.co/RwKa4UmKoM
Tue Jun 19 22:40:32 +0000 2018,RT @Collective2: Bad intel sends $INTC down but this C2 trader can still boast a hypothetical 10% annual return https://t.co/e7p0gDgFpS htt\\u2026
Tue Jun 19 21:35:39 +0000 2018,"@VideoCardz @IanCutress @SWenerski Depends on which has better perf/Watt. I suspect wider over faster, based on BD and P4. If AMD goes 6ALU/4AGU and Intel is stuck at 4/3, benchmarks with high instruction level parallelism could run 33-50% faster per clock. This kills the $INTC"
